Year;Sexo productor;Area (Ha);Arboles_totales;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Temperatura ;lluvia;Perdidas (qq);Produccion efectiva (qq)
2;Mujer;0.5;70;6;No;Si;No;No;No;No;No;No;13.593266;-88.966121;377.298584;0;Si;Si;Si;Si;Si;No;23;74;0.2464;2.87
2;Hombre;1.4;1800;11.9;No;Si;No;No;No;No;No;No;13.610828;-88.92355;665;0;Si;Si;Si;Si;Si;Si;29;27;0.3564;7.370001
2;Hombre;1.4;800;5;No;Si;No;No;No;Si;Si;No;13.420727;-88.546811;448;50;Si;Si;Si;No;Si;Si;28;93;0.1628;5.72
2;Hombre;1.35;760;5.9;Si;No;No;No;No;Si;No;No;13.6031;-88.6118;28.5;6.6;Si;Si;Si;No;Si;Si;24;130;0.40656;5.48
2;Hombre;0.7;600;4.2;No;No;No;No;No;Si;No;No;13.920875;-89.43097;785;0;Si;No;No;Si;Si;No;27;40;0.91432;3.890673
2;Mujer;0.35;350;6;No;No;No;No;No;No;No;No;13.801642;-89.730264;649;0;Si;No;Si;Si;Si;No;29;3;0.37664;1.665714
2;Hombre;2.2;2300;5.3;No;Si;No;No;No;Si;No;No;13.478471;-88.277212;654.806526;43.5;Si;Si;Si;Si;Si;Si;29;100;1.1792;9.13
2;Hombre;0.35;350;4;No;No;No;No;Si;Si;No;No;13.6589;-88.8026;700.284;100;Si;Si;Si;Si;Si;No;22;73;0.33;2.04
2;Mujer;0.5;300;4;No;No;No;No;Si;Si;No;No;13.753102;-88.213414;1519;0;Si;Si;Si;Si;Si;Si;21;47;0.37312;3.256
2;Hombre;0.66;300;4;No;Si;No;No;No;No;Si;No;13.881226;-89.567413;938.368652;0;Si;Si;Si;Si;Si;No;20;60;0.13464;0.472353
2;Hombre;0.31;350;4;No;No;Si;No;No;Si;No;No;13.744973;-88.151017;690;0;Si;Si;Si;Si;Si;Si;25;101;0.29304;2.794
2;Mujer;4;3000;4;No;No;No;No;Si;Si;No;No;13.743669;-88.215438;1003;3.3;Si;Si;Si;Si;Si;Si;26;58;1.86472;16.456
2;Hombre;3.5;3000;3.7;No;Si;No;No;No;Si;No;No;13.902157;-89.825876;927;0;Si;Si;Si;Si;Si;No;22;36;1.65704;7.59185
2;Hombre;0.03;50;4;No;No;No;No;Si;Si;No;No;13.740893;-88.163703;815.88688;0;Si;Si;Si;Si;Si;Si;27;140;0.09944;1.1
2;Hombre;0.45;500;4;No;No;No;No;No;Si;No;No;13.804883;-88.172511;775;0;Si;Si;Si;Si;Si;Si;23;48;0.9416;3.837395
2;Mujer;2.24;1600;4;No;Si;No;No;No;Si;No;No;13.622655;-89.469297;823.042066;100;Si;Si;Si;Si;Si;No;28;144;0.89496;2.992186
2;Hombre;1.4;1000;9;No;Si;No;No;No;Si;Si;No;13.411576;-88.508589;347.958923;0;Si;Si;Si;No;Si;Si;26;0;0.22704;7.28
2;Hombre;1.12;802;5;No;Si;No;No;No;No;No;No;13.772014;-89.715953;512;0;Si;No;No;Si;Si;No;21;139;1.13872;5.835546
2;Hombre;0.7;450;5.9;No;Si;No;No;No;No;No;No;13.513038;-88.438243;-9.236023;5.6;Si;Si;Si;Si;Si;Si;20;50;0.13992;3.47
2;Hombre;1;800;5;No;Si;No;Si;No;No;No;Si;13.290577;-88.446956;10.228;100;Si;Si;Si;No;No;Si;20;83;1.21968;7.44
2;Hombre;0.64;500;4;No;No;No;No;Si;Si;No;No;13.433122;-88.10116;721;0;Si;Si;Si;Si;Si;Si;28;68;0.44352;3.498
2;Hombre;0.49;550;7.3;No;Si;No;No;No;No;No;No;13.619274;-88.94147;548;0;Si;Si;Si;Si;Si;Si;24;73;0.23496;3.8
2;Mujer;0.18;200;4;No;No;No;No;Si;Si;No;No;13.798947;-88.249317;982.575929;0;Si;Si;Si;Si;Si;Si;27;118;0.19008;1.54
2;Hombre;0.5;400;4;No;No;Si;No;No;Si;No;No;13.756215;-88.166167;1069.39579;0;Si;Si;Si;Si;Si;Si;24;29;0.4092;2.552
2;Hombre;0.62;461;6;Si;Si;No;No;No;Si;No;No;13.670346;-89.731205;160;0;Si;Si;Si;Si;Si;No;22;141;1.44144;6.282016
2;Hombre;0.7;260;4.8;No;Si;No;No;No;No;No;No;13.525428;-88.943922;158;15.4;Si;Si;Si;Si;Si;No;29;96;0.07392;0.19
2;Hombre;0.35;280;3;No;Si;No;No;No;No;Si;No;13.592764;-88.875488;1032.615967;0;Si;Si;Si;No;Si;No;22;24;0.43208;2.6
2;Hombre;1.4;1000;5.6;No;Si;No;No;No;No;No;No;13.430105;-88.58526;297.486145;20;Si;Si;No;Si;Si;Si;25;54;0.20416;6.66
2;Hombre;0.35;450;4;Si;Si;No;No;No;Si;No;No;13.740003;-89.737527;380;0;Si;Si;Si;Si;No;No;28;50;0.3784;0.982605
2;Hombre;2.5;500;7;No;Si;No;No;No;No;No;No;13.616976;-88.932005;601.834961;0;Si;Si;Si;Si;Si;Si;21;25;0.3036;4.63
2;Hombre;0.7;400;5;No;Si;No;No;No;No;No;No;13.5035857;-88.3498742;640;0;Si;Si;Si;Si;Si;Si;24;16;0.36168;3.696
2;Hombre;0.09;100;7;Si;No;No;No;No;Si;No;No;13.589803;-88.576358;-0.717377;0;Si;Si;Si;Si;Si;Si;27;140;0.21648;1.289496
2;Hombre;2.1;1200;7.8;No;Si;No;No;No;No;No;No;13.450189;-88.487107;664;4.2;Si;Si;Si;Si;Si;Si;21;101;0.25168;8.31
2;Hombre;0.25;200;4;Si;Si;No;No;No;Si;No;No;13.533793;-88.52625;465.74621;0;Si;Si;No;Si;Si;Si;26;5;0.24376;1.345882
2;Hombre;0.63;150;6;No;No;No;No;No;Si;No;No;13.632092;-89.574091;548.902832;0;Si;Si;Si;Si;No;No;26;85;0.60192;1.535378
2;Mujer;0.4;250;4;No;No;No;No;No;Si;No;No;13.734841;-88.224695;690;0;Si;No;Si;Si;Si;Si;27;23;0.03256;0.484
2;Hombre;2.63;2500;3.7;Si;No;No;No;No;No;Si;No;13.705391;-89.335637;692.200772;100;Si;No;Si;No;No;No;26;9;1.54176;4.37874
2;Hombre;0.7;500;4.7;No;Si;No;No;No;No;No;No;13.4829;-88.4055;845.812;30;Si;Si;Si;No;Si;Si;22;52;0.67672;3.71
2;Hombre;0.45;500;3.8;No;No;No;No;Si;Si;No;No;13.865458;-88.209019;461.175017;16;Si;Si;Si;No;Si;Si;25;55;0.98384;4.752101
2;Hombre;1.2;1200;4.9;No;No;No;No;No;Si;No;No;13.4348;-88.1315;1135;12.5;Si;Si;Si;Si;Si;Si;26;108;2.32408;12.342
2;Hombre;0.57;236;5;Si;Si;No;No;No;No;No;No;13.706999;-89.431498;596.901123;0;Si;No;No;Si;Si;No;21;60;0.47168;2.036386
2;Mujer;4.9;1622;5;No;No;No;No;Si;Si;No;No;13.514651;-88.488978;1036.20764;2.2;Si;Si;Si;Si;Si;Si;30;41;2.9216;15.407396
2;Mujer;0.35;300;5;No;No;No;No;Si;Si;No;No;13.812288;-88.253724;889.549072;0;Si;Si;Si;Si;Si;Si;23;54;0.37576;3.058
2;Mujer;2.8;2000;6.4;No;Si;No;No;No;No;No;No;13.442088;-88.558132;480.752014;20;Si;Si;No;Si;Si;Si;28;144;0.38192;16.73
2;Hombre;3.09;2500;4;No;Si;No;No;No;Si;No;No;13.945418;-89.821384;560;0;Si;Si;Si;Si;No;No;20;68;0.35816;1.283023
2;Hombre;1.35;908;5;Si;Si;No;No;No;Si;No;No;13.759152;-89.489838;584.602539;0;Si;Si;Si;Si;No;No;22;53;0.74184;1.883866
2;Hombre;0.28;160;4;No;Si;No;No;No;No;No;No;13.773037;-89.711392;450;0;Si;No;No;Si;Si;No;21;95;0.09592;0.524119
2;Hombre;0.7;500;5;No;No;No;No;No;Si;No;No;13.922576;-89.425563;729.957764;0;Si;No;No;Si;Si;No;26;37;0.88968;3.488573
2;Hombre;0.45;398;6;No;No;Si;No;No;No;No;No;13.69938;-89.836689;170.015137;100;Si;No;Si;Si;No;No;25;107;0.198;0.868908
2;Mujer;0.46;354;6;No;Si;No;No;No;No;No;No;13.747304;-89.727526;416.87793;0;Si;Si;Si;Si;Si;No;21;106;2.31352;9.803865
2;Hombre;0.7;425;6.8;No;Si;No;No;No;Si;No;No;13.505896;-88.555404;798;11.8;Si;Si;Si;No;Si;No;22;137;0.20768;3.56
2;Hombre;1;900;5.8;No;Si;No;No;No;Si;No;No;13.521147;-88.416044;543.547119;22.2;Si;Si;Si;Si;Si;Si;22;8;1.386;7.160672
2;Hombre;0.3;200;4;No;No;No;No;Si;Si;No;No;13.448619;-88.368213;559.464983;0;Si;Si;Si;Si;Si;Si;24;111;0.066;0.946
2;Hombre;0.35;100;5;No;Si;No;No;No;Si;No;No;13.4192;-88.6052;197.428;0;Si;Si;Si;No;Si;No;25;82;0.08448;1.41
2;Hombre;1.75;500;10.2;No;Si;No;No;No;No;No;No;13.603846;-88.943125;579.989014;40;Si;Si;Si;Si;Si;No;23;131;0.2904;5.56
2;Hombre;1;800;6;No;No;No;No;Si;Si;No;No;13.798448;-88.246065;988.416504;0;Si;Si;Si;Si;Si;Si;23;21;0.68464;6.534
2;Hombre;0.7;700;5;No;Si;No;No;No;Si;No;No;13.523848;-88.395822;460.687256;4.3;Si;Si;No;Si;Si;Si;22;17;0.8096;4.278908
2;Hombre;0.7;425;6;No;No;No;No;No;Si;No;No;13.426667;-88.622109;192.72937;0;Si;Si;Si;No;Si;Si;28;20;0.17512;3.72
2;Hombre;1.8;1600;5;No;Si;No;No;No;No;No;No;13.515146;-88.459188;681.44873;0;Si;Si;No;Si;No;Si;29;42;2.44992;13.016974
2;Mujer;1;1000;4.4;No;No;No;No;Si;Si;No;No;13.766222;-88.275766;829.649902;60;Si;Si;Si;Si;Si;Si;23;55;0.5896;3.142857
2;Hombre;3.6;3240;6;No;Si;No;No;No;Si;No;No;13.753827;-89.829606;435;0;No;Si;Si;Si;Si;No;29;20;1.13256;4.069075
2;Hombre;0.4;400;5;No;Si;No;No;No;No;No;No;13.48137;-88.383487;619.705095;0;Si;Si;Si;No;Si;No;20;71;0.3256;2.15
2;Hombre;0.23;150;4;No;Si;Si;No;No;Si;Si;No;13.410576;-88.202399;122.047729;33.3;Si;Si;Si;Si;Si;Si;22;118;0.04576;1.232
2;Mujer;0.53;500;6;No;No;No;No;Si;Si;No;No;13.7873;-88.2696;913.433;0;Si;Si;Si;Si;Si;Si;30;136;0.49456;4.620168
2;Hombre;1;550;7.8;No;No;No;No;No;Si;No;No;13.398859;-88.611874;126.378418;63.6;Si;Si;Si;No;Si;Si;26;76;0.18304;5.02
2;Hombre;0.94;422;6;No;Si;No;No;No;No;No;No;13.79195;-89.707051;655;0;Si;No;No;Si;Si;No;27;44;1.16688;5.02395
2;Mujer;1.5;1500;6;No;Si;No;No;No;Si;No;No;13.5077778;-88.3275;705;0;Si;Si;Si;Si;Si;Si;27;144;2.57576;13.823025
2;Hombre;0.6;300;4;No;Si;No;No;No;No;No;No;13.495065;-88.392646;608;0;Si;Si;Si;Si;Si;Si;24;140;0.40568;2.45
2;Hombre;0.35;250;6;No;Si;No;No;No;No;No;No;13.480844;-88.392052;686;0;Si;Si;Si;No;Si;No;26;100;0.26664;1.61
2;Mujer;0.4;350;4;No;Si;No;No;No;No;No;No;13.467703;-88.378699;539.912493;0;Si;Si;Si;No;Si;Si;26;31;0.32296;1.86
2;Hombre;0.44;177;4.7;No;Si;No;No;No;No;No;No;13.772129;-89.710726;450;33.9;Si;No;No;Si;Si;No;24;17;0.4356;1.894034
2;Hombre;0.5;300;4;No;No;Si;No;No;Si;No;No;13.722698;-88.227379;949.463746;0;Si;Si;Si;Si;Si;Si;23;43;0.43648;2.684
2;Hombre;2.28;788;6;No;Si;No;No;No;Si;Si;No;13.721429;-89.56596;510.422424;0;Si;Si;Si;Si;No;Si;30;112;1.77496;4.455462
2;Mujer;0.3;300;6;No;Si;No;No;No;No;No;No;13.4850867;-88.3734482;678;0;Si;Si;Si;Si;Si;Si;20;150;0.18656;1.1
2;Hombre;0.8;758;6;No;Si;No;No;No;Si;No;No;13.806508;-89.919979;516.490479;0;Si;Si;Si;Si;No;No;26;28;0.35112;1.714707
2;Hombre;1;600;5;No;No;No;No;No;Si;No;No;13.713575;-88.272822;785.30896;0;Si;Si;Si;No;Si;Si;29;116;0.528;0.369748
2;Mujer;0.4;400;5.8;No;No;No;No;No;Si;No;No;13.335921;-88.641442;4.138977;25;Si;Si;Si;No;Si;Si;23;107;0.50072;3.28
2;Hombre;1.5;1200;6;No;No;No;No;Si;Si;No;No;13.795;-88.2657;915.841;0;Si;Si;Si;No;Si;Si;26;24;2.98936;11.152942
2;Hombre;0.5;400;3.9;No;No;No;No;No;Si;No;No;13.71477;-88.21384;825.310182;12.5;Si;Si;Si;Si;Si;Si;30;45;0.16368;1.65
2;Hombre;0.7;500;6;No;Si;No;No;No;No;Si;No;13.477765;-88.555575;894.900269;0;Si;Si;Si;Si;Si;Si;28;140;1.31824;7.259999
2;Hombre;1;1075;4.6;No;Si;No;No;No;No;No;No;13.747345;-89.714945;366;0;Si;No;Si;Si;Si;No;28;41;1.37456;6.811681
2;Hombre;0.84;200;6;No;Si;No;No;No;No;No;No;13.58731;-88.957378;469;0;Si;Si;Si;Si;Si;Si;23;147;0.2684;3.28
2;Hombre;3.29;3136;4;No;Si;No;No;No;Si;No;No;13.688457;-89.577867;637.294312;49;Si;Si;Si;Si;No;Si;22;35;1.20736;3.088319
2;Hombre;0.27;300;5;No;No;No;No;No;Si;No;No;13.767954;-88.078746;624;0;Si;Si;Si;No;Si;Si;24;129;0.0528;0.25
2;Mujer;1.5;1750;4;Si;No;No;No;No;Si;Si;No;13.682687;-89.686839;202.468628;0;Si;Si;Si;Si;No;No;29;79;5.64344;10.555378
2;Hombre;0.4;296;6;Si;No;No;Si;No;No;No;Si;13.733903;-90.078995;16.015991;0;Si;Si;Si;Si;No;No;21;53;0.53592;1.977229
2;Mujer;0.7;450;6.3;No;No;No;No;No;Si;No;No;13.469357;-88.674238;8.458252;66.7;Si;Si;No;Si;Si;Si;23;31;0.12408;3.82
2;Mujer;2;1400;5.6;No;Si;No;No;No;Si;No;No;13.620092;-88.821539;841.910156;35.7;Si;Si;Si;Si;Si;Si;27;146;1.32704;7.88
2;Hombre;0.7;750;4.1;Si;Si;No;No;No;Si;No;No;13.741522;-89.486319;544.440186;46.7;Si;Si;Si;Si;No;No;23;82;1.9096;4.79563
2;Hombre;2.1;500;4;No;Si;No;No;No;No;Si;No;13.882156;-89.565845;938.657959;0;Si;Si;Si;Si;Si;No;30;21;0.30888;1.048235
2;Hombre;2.79;1605;4.5;Si;No;No;Si;No;No;No;Si;13.348814;-88.734671;12;74.8;Si;Si;Si;Si;Si;Si;27;57;1.78464;13.5
2;Mujer;1.7;1200;5.5;No;Si;No;No;No;No;No;No;13.619527;-88.928489;653.647461;75;Si;Si;Si;Si;Si;Si;25;119;0.2948;5.71
2;Hombre;0.89;717;5;No;No;No;No;No;Si;No;No;13.923155;-89.831505;806;0;Si;Si;Si;Si;Si;No;26;144;1.72832;7.476303
2;Hombre;0.7;450;5.9;No;Si;No;No;No;Si;Si;No;13.2104;-88.2856;144;11.1;Si;Si;Si;Si;Si;Si;30;30;0.11616;3.59
2;Hombre;0.5;300;5;No;No;No;No;Si;Si;No;No;13.760383;-88.209867;1256;0;Si;No;Si;Si;Si;Si;30;35;0.29304;2.464
2;Hombre;1;900;5;No;Si;No;No;No;No;No;No;13.58051;-88.928335;562.5;0;Si;Si;Si;Si;Si;Si;24;143;0.20592;2.67
2;Hombre;0.35;225;4.9;No;Si;No;No;No;Si;Si;No;13.4196;-88.5494;399.229;11.1;Si;No;Si;No;Si;Si;23;19;0.0836;2.17
2;Mujer;3;2800;6;Si;No;Si;No;No;Si;No;No;13.548689;-89.683493;-10.690186;0;Si;Si;Si;Si;No;Si;27;114;11.09328;27.430674
2;Hombre;0.56;320;5;No;Si;No;No;No;No;No;No;13.77199;-89.716225;503.174316;0;Si;No;No;Si;Si;No;20;147;0.12584;0.52689
2;Hombre;2;2080;4;No;Si;No;No;No;No;No;No;13.446955;-88.54123;728.710938;0;No;Si;No;Si;Si;Si;26;64;2.38304;12.345882
2;Hombre;1.2;550;6;No;No;No;Si;No;Si;No;Si;13.277168;-88.34662;4.835388;0;Si;Si;No;Si;Si;Si;26;59;0.17072;4.75
2;Hombre;0.63;625;4;No;Si;No;No;No;Si;No;No;13.758805;-89.775015;488.285156;0;Si;Si;Si;Si;No;No;20;35;0.9064;2.295209
2;Hombre;0.37;370;5;No;Si;No;No;No;Si;No;No;13.506364;-88.557574;758.733398;0;Si;Si;Si;Si;Si;Si;21;90;0.47784;2.432017
2;Mujer;0.21;150;6;No;Si;No;No;No;No;No;No;13.686019;-89.472706;750;0;Si;No;No;Si;Si;No;30;37;0.34584;1.410588
2;Mujer;0.84;700;5.4;No;Si;No;No;No;No;No;No;13.487162;-88.385705;622.108887;28.6;Si;Si;Si;Si;Si;Si;23;92;0.62744;3.75
2;Hombre;0.6;600;4;No;No;No;No;No;Si;No;No;13.794444;-88.17;772;0;Si;Si;Si;Si;Si;Si;26;134;0.54384;2.757983
2;Hombre;1.75;1200;6.5;No;Si;No;No;No;No;No;No;13.602132;-88.914881;751;16.7;Si;Si;Si;Si;Si;Si;22;34;0.1364;2.8
2;Hombre;1.05;750;6.7;No;Si;No;No;No;Si;Si;No;13.352474;-88.479141;147;13.3;Si;Si;Si;Si;Si;Si;28;97;0.22528;6.34
2;Mujer;0.6;500;4;No;No;No;No;Si;Si;No;No;13.747145;-88.196273;792.863525;0;No;Si;Si;Si;Si;Si;24;84;0.42768;3.894
2;Hombre;0.5;400;5;No;Si;No;No;No;Si;No;No;13.523828;-88.333749;633.652588;0;Si;Si;No;Si;Si;Si;24;118;0.49368;2.572269
2;Hombre;1;625;6;No;No;No;No;No;Si;Si;No;13.6686;-88.7653;534.076;0;Si;Si;Si;Si;Si;No;21;79;0.34496;4.52
2;Hombre;0.18;200;5;No;No;No;No;Si;Si;No;No;13.962873;-88.182588;1087;0;Si;Si;Si;No;Si;No;24;36;0.58344;3.512606
2;Hombre;2.5;1500;5;No;No;No;No;Si;Si;No;No;13.756747;-88.215442;1122.23938;0;Si;Si;Si;Si;Si;Si;24;38;1.68696;11.286
2;Hombre;0.63;700;5;No;No;No;No;Si;Si;No;No;13.932775;-88.165709;871;0;Si;Si;Si;Si;Si;Si;20;144;0.2288;1.201681
2;Hombre;4.8;3000;3;No;No;No;No;Si;Si;No;No;13.929566;-88.162905;834;100;Si;Si;Si;Si;Si;No;24;133;0.85536;6.840335
2;Hombre;0.18;200;5;No;Si;No;No;No;Si;Si;No;13.446914;-88.234042;459.412659;0;Si;Si;Si;Si;Si;Si;28;81;0.11;1.496
2;Hombre;1.2;1200;6;Si;Si;No;No;No;Si;No;No;13.6916;-89.7141;196.355;0;Si;Si;Si;Si;Si;No;23;47;5.7904;24.528152
2;Mujer;2.57;1352;5.5;No;Si;No;No;No;No;Si;No;13.763972;-89.681803;518.181641;53;Si;Si;Si;Si;No;Si;21;17;8.49288;15.859413
2;Hombre;0.56;448;6;No;No;No;No;No;Si;No;No;13.628797;-89.581798;396.753845;0;Si;Si;Si;Si;No;No;30;52;1.93424;3.397983
2;Hombre;0.5;140;5;No;Si;No;No;No;No;No;No;13.4903;-88.3901;662.099;0;Si;Si;Si;No;Si;No;25;47;0.48928;2.63
2;Mujer;0.6;350;6;Si;Si;No;No;No;Si;No;No;13.741524;-89.486592;527.610352;100;Si;Si;Si;Si;No;No;24;14;1.40976;3.554202
2;Hombre;2;2000;6;No;Si;No;No;No;No;Si;No;13.5961;-88.8765;963.372;0;Si;Si;Si;Si;Si;No;29;52;1.53736;9
2;Mujer;0.5;310;4.4;Si;Si;No;No;No;No;No;No;13.716376;-89.450941;681.325195;100;Si;No;No;Si;Si;No;26;31;0.68112;3.077227
2;Hombre;2.57;848;5;Si;Si;No;No;No;No;Si;No;13.742055;-89.630428;509;0;Si;Si;Si;Si;No;No;21;137;2.71216;6.789496
2;Mujer;0.7;700;5.8;No;Si;No;No;No;No;No;No;13.483461;-88.383724;600.554199;8.6;Si;Si;No;Si;Si;Si;21;68;0.44616;2.46
2;Mujer;0.27;400;4;Si;Si;No;No;No;Si;No;No;13.519345;-88.597479;379;0;Si;Si;No;Si;Si;Si;23;65;0.53592;2.835043
2;Mujer;1;800;3.9;No;No;No;No;Si;Si;No;No;13.732019;-88.206668;950.033447;6.3;No;Si;Si;Si;Si;Si;30;2;0.38368;4.092
2;Hombre;3;2800;6;No;No;No;No;No;Si;No;No;13.751419;-89.821933;361.180413;0;Si;Si;Si;Si;No;No;30;52;6.24448;28.021345
2;Hombre;0.14;80;5;Si;No;No;No;No;Si;No;No;13.610696;-89.625553;269.961121;0;Si;Si;Si;Si;No;No;28;19;0.75944;1.332942
2;Hombre;2.09;175;4.6;Si;Si;No;No;No;No;No;No;13.435745;-88.96403;20.983093;42.9;Si;Si;Si;Si;Si;No;27;35;0.1012;0.21
2;Hombre;1;3000;5;No;No;No;No;Si;Si;No;No;13.4592;-88.1715;779;80;No;No;Si;No;No;Si;27;128;1.188;4.714285
2;Hombre;3;3000;3.7;No;Si;No;No;No;Si;No;No;13.227003;-88.626514;6.870804;33.3;Si;Si;Si;No;Si;Si;20;94;1.66936;11.41
2;Hombre;0.55;300;4;No;Si;No;No;No;No;Si;No;13.88611;-89.56342;903;0;Si;Si;Si;Si;Si;No;20;29;0.14432;0.490839
2;Hombre;0.11;38;4;No;Si;No;No;No;No;No;No;13.772174;-89.711495;478.482788;0;Si;No;No;Si;Si;No;23;86;0.02112;0.091512
2;Mujer;0.4;300;8.5;No;No;No;No;Si;Si;No;No;13.6919;-89.8058;141;50;Si;Si;Si;Si;No;No;28;46;2.2836;5.767145
2;Mujer;0.98;929;3.5;Si;No;No;No;No;Si;No;No;13.876058;-90.061397;103;0;Si;Si;Si;Si;No;No;22;141;0.33088;1.369917
2;Hombre;0.7;700;6.7;No;Si;No;No;No;Si;No;No;13.621374;-88.819032;799.061523;14.3;Si;Si;Si;Si;No;Si;25;41;0.88;5.26
2;Mujer;0.5;300;4.8;No;Si;No;No;No;No;No;No;13.498875;-88.309604;773.689941;10;Si;Si;Si;Si;Si;Si;30;150;0.26928;1.5
2;Hombre;0.3;250;5;No;Si;No;No;No;No;No;No;13.478096;-88.404152;819.288574;0;Si;Si;Si;Si;Si;No;27;126;0.3696;2.09
2;Hombre;0.27;300;5;No;No;No;No;Si;Si;No;No;13.790025;-88.26569;916.14209;0;Si;Si;Si;No;Si;Si;30;86;0.3784;0.2
2;Hombre;1.63;729;4;No;Si;No;No;No;Si;No;No;13.601236;-89.363047;834.951631;0;Si;Si;Si;No;Si;No;22;58;0.858;3.047647
2;Hombre;2;1300;6;No;No;No;No;Si;Si;No;No;13.804314;-88.191912;654;0;Si;Si;Si;Si;Si;Si;23;119;1.35256;7.949581
2;Hombre;2.5;2500;8;Si;Si;No;No;No;No;No;No;13.7347;-89.6742;378;12;Si;No;Si;Si;No;No;23;22;16.26064;40.898739
2;Hombre;0.35;250;5;No;No;No;No;No;Si;No;No;13.922291;-89.425634;739.020508;0;Si;No;No;Si;Si;No;23;133;0.32736;1.699915
2;Mujer;0.56;400;5;No;Si;No;No;No;No;No;No;13.774025;-89.715942;537;0;Si;No;No;Si;Si;No;30;115;0.74272;3.140084
2;Hombre;5.38;5000;4;No;Si;No;No;No;Si;No;No;13.69666;-89.535199;696.904995;0;Si;Si;Si;Si;No;No;20;13;2.2748;5.389075
2;Mujer;0.48;200;4;No;No;No;No;No;Si;No;No;13.715355;-88.2182;805.876832;0;Si;Si;Si;Si;Si;Si;21;34;0.15752;1.958
2;Hombre;1.4;1400;5;Si;Si;No;No;No;Si;No;No;13.693491;-89.713881;190.54834;0;Si;Si;Si;Si;Si;No;26;77;1.33584;4.849245
2;Hombre;0.4;400;5;No;Si;No;No;No;No;Si;No;13.49294;-88.417398;907.094482;0;Si;Si;Si;Si;No;Si;26;26;0.83424;4.493362
2;Hombre;0.7;700;6;No;Si;No;No;No;No;No;No;13.514146;-88.487394;1050.13427;0;Si;Si;Si;Si;Si;Si;28;127;1.20296;6.455798
2;Hombre;1.6;1600;6;Si;No;Si;No;No;Si;No;No;13.668878;-88.433046;92.4151;100;Si;Si;Si;Si;Si;Si;25;101;2.442;13.762016
2;Hombre;2.94;2500;6.8;No;Si;No;No;No;No;No;No;13.591426;-88.940707;558;12;Si;Si;Si;Si;Si;Si;30;53;0.68288;12.43
2;Hombre;0.7;778;6;No;No;Si;No;No;No;No;No;13.679322;-89.840088;111.468994;0;No;Si;Si;Si;Si;No;30;16;0.39688;1.742438
2;Mujer;0.8;800;5;No;No;No;No;No;Si;No;No;13.326857;-88.64824;13.272461;25;Si;Si;Si;Si;No;Si;28;149;0.6424;5.05
2;Hombre;0.7;500;5;No;No;No;No;No;Si;No;No;13.6897;-88.2782;801.069;0;Si;Si;Si;No;Si;Si;22;25;0.1056;0.65
2;Mujer;0.53;475;6;Si;No;Si;No;No;No;No;No;13.706048;-89.979002;4.712219;0;Si;Si;No;Si;Si;No;26;20;1.02168;4.273363
2;Hombre;2.1;820;3.8;No;Si;No;No;No;No;No;No;13.485304;-88.8798669;53;81.7;Si;Si;Si;Si;Si;No;20;65;1.36048;14.4
2;Hombre;1.4;800;4;Si;No;No;Si;No;No;No;Si;13.34046;-88.76921;7;100;Si;Si;Si;Si;Si;Si;22;4;1.35344;11.15
2;Mujer;0.7;400;4.8;No;Si;No;No;No;No;No;No;13.52585;-88.953578;148;20;Si;Si;Si;Si;Si;No;23;34;0.154;0.52
2;Hombre;5.95;2000;3.6;No;Si;No;No;No;Si;No;No;13.988457;-89.550135;680;0;Si;Si;Si;Si;Si;No;28;14;1.5312;5.671008
2;Mujer;4.56;2200;3.7;No;No;Si;No;No;Si;No;No;14.3504;-89.38608;624;0;Si;Si;Si;Si;Si;No;26;42;0.05368;0.178403
2;Hombre;0.5;300;4;No;No;No;No;Si;Si;No;No;13.4527;-88.914;787;0;Si;Si;Si;Si;Si;Si;23;68;0.43296;2.97
2;Hombre;0.13;100;5;No;Si;No;No;No;No;Si;No;13.499006;-88.400958;671.531982;0;Si;Si;Si;Si;Si;Si;26;7;0.25608;1.094706
2;Hombre;1;900;4;Si;No;No;Si;No;No;No;Si;13.38695;-88.75637;11;100;Si;Si;Si;Si;Si;No;26;18;1.0692;10.2
2;Hombre;1.4;1000;6;No;No;No;No;No;Si;No;No;13.503992;-88.670159;31;0;Si;Si;No;Si;Si;Si;30;2;0.22352;7.89
2;Hombre;5.5;4000;5.5;Si;No;No;No;No;No;No;No;13.728566;-89.658786;387.088745;100;Si;Si;Si;Si;Si;No;28;116;4.6816;18.483529
2;Hombre;1.08;1200;4.5;No;No;No;No;Si;Si;No;No;13.81088;-88.18896;664;33.3;Si;Si;Si;Si;Si;Si;25;50;0.98032;10.075629
2;Hombre;0.5;346;6;No;Si;No;No;No;No;No;No;13.74119;-89.723099;350.240479;0;Si;Si;Si;Si;Si;No;26;130;0.48928;2.112185
2;Hombre;0.35;250;4;Si;No;Si;No;No;Si;No;No;13.623124;-89.750768;92.736694;0;Si;Si;Si;Si;No;No;21;66;2.40328;6.023193
2;Hombre;2.1;998;4.2;No;Si;No;No;No;No;No;No;13.479598;-88.879375;28;80.2;Si;Si;Si;Si;Si;Si;23;100;1.26456;9.65
