Sexo productor;Area (Ha);total arboles;Total de injertos;Edad promedio plantas patron;Edad promedio plantas injerto;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
Hombre;2.5;2000;0;5;;5;No;No;No;No;Si;Si;No;No;13.75422;-88.209925;1025.59863;No;Si;Si;Si;Si;Si;Si;3.34136;17.38
Mujer;1.5;400;380;6;4;5;No;Si;No;No;No;No;Si;No;13.429705;-88.562684;339.802673;Si;Si;Si;Si;Si;Si;Si;0.11968;2.14
Mujer;0.7;750;0;5;;5;No;No;Si;No;No;Si;No;No;13.635396;-89.861346;2.651794;No;No;Si;Si;Si;No;No;0.21032;1.83288
Mujer;0.7;400;0;4;;4;No;No;No;No;Si;Si;No;No;13.742267;-88.215063;971;No;Si;Si;Si;Si;Si;Si;0.79112;3.564
Mujer;0.5;300;0;5;;5;No;No;Si;No;No;Si;Si;No;13.656;-88.693;378;No;Si;Si;No;No;No;Si;0.14696;1.07
Hombre;1.05;200;120;6;3;4.9;No;Si;No;No;No;No;No;No;13.589253;-88.953141;447;Si;Si;Si;Si;Si;Si;No;0.1848;1.23
Hombre;0.7;50;35;5;4;4.6;No;Si;No;No;No;No;No;No;13.594306;-88.966777;352.835327;Si;Si;Si;Si;Si;Si;No;0.308;2.82
Hombre;2.1;900;300;7;4;6.3;No;Si;No;No;No;No;Si;No;13.50385;-88.519525;978;Si;Si;Si;Si;Si;Si;No;0.1276;4.85
Hombre;0.2;200;0;4;;4;No;Si;No;No;No;No;No;No;13.452784;-88.303776;777.95485;No;Si;Si;Si;Si;Si;Si;0.02992;0.15
Mujer;0.35;200;0;6;;6;No;Si;No;No;No;Si;No;No;13.786291;-89.832472;627.541992;No;No;Si;Si;Si;Si;No;0.15048;0.85536
Hombre;1.05;400;100;7;5;6.6;No;Si;No;No;No;No;No;No;13.609161;-88.915679;718;Si;Si;Si;Si;Si;Si;Si;0.15664;2.18
Mujer;0.45;300;0;4;;4;No;No;Si;No;No;Si;No;No;13.727181;-88.144726;632.787759;No;Si;Si;Si;Si;Si;Si;0.15928;0.484
Hombre;0.2;200;0;6;;6;No;No;No;No;No;Si;No;No;13.437036;-88.682399;34.338257;No;Si;Si;Si;No;No;Si;0.4136;1.32
Mujer;2.8;500;1500;7;3;4;No;No;No;No;No;Si;No;No;13.423105;-88.642712;140.851196;Si;Si;No;Si;Si;Si;Si;0.17336;3.45
Mujer;2.25;2300;200;5;4;4.9;No;No;No;No;Si;Si;No;No;13.78356;-88.266516;863.904785;Si;Si;Si;Si;Si;Si;Si;3.60624;18.05
Hombre;0.09;100;0;5;;5;No;Si;No;No;No;No;Si;No;13.431652;-88.227812;363.639282;No;Si;Si;Si;Si;No;Si;0.12936;0.65
Hombre;1;1080;0;6;;6;Si;No;No;No;No;Si;No;No;13.77131;-90.094228;3.672699;No;No;Si;Si;Si;No;No;0.24816;1.57696
Hombre;0.49;125;0;4;;4;Si;No;No;No;No;No;No;No;13.3822;-89.0621;14;No;Si;Si;Si;Si;Si;No;0.066;0.41
Mujer;0.3;300;0;4;;4;No;Si;No;No;No;No;No;No;13.478166;-88.376128;671.532488;No;Si;Si;No;No;Si;Si;0.64592;3.4
Mujer;0.5;200;50;5;3;4.6;No;Si;No;No;No;Si;Si;No;13.3944;-88.4973;292.261;Si;Si;Si;Si;Si;Si;Si;0.04664;0.85
Hombre;0.42;310;40;6;4;5.8;No;Si;No;No;No;No;No;No;13.483074;-88.402101;811.579346;Si;Si;Si;Si;Si;Si;Si;0.66528;3.5
Mujer;0.45;190;90;6;4;5.4;No;Si;No;No;No;No;No;No;13.600215;-88.958562;470.024597;Si;Si;Si;Si;Si;Si;Si;0.2904;1.98
Hombre;1;1000;0;4;;4;No;No;No;No;No;Si;No;No;13.82956;-89.44716;568.3;No;Si;No;No;Si;Si;Si;0.13112;0.57288
Hombre;0.85;536;0;4;;4;No;No;No;No;No;Si;No;No;13.557254;-89.467314;492.89978;No;Si;Si;Si;Si;Si;No;0.6556;1.5004
Hombre;1;0;700;;4;4;Si;No;No;No;No;Si;No;No;13.82338;-89.45343;533;Si;Si;No;No;Si;Si;Si;0.64592;3.05888
Hombre;29.73;18765;0;4.9;;4.9;No;Si;No;No;No;Si;No;No;13.810922;-89.91518;652;No;No;Si;Si;Si;No;No;2.67696;14.60712
Hombre;0.35;320;30;5;5;5;No;Si;No;No;No;Si;No;No;13.510648;-88.330879;716.339355;Si;Si;Si;Si;Si;No;Si;0.14256;0.74
Hombre;0.7;200;160;6;5;5.6;No;Si;No;No;No;No;No;No;13.489654;-88.881726;132.518372;Si;Si;Si;Si;Si;Si;Si;1.15016;8
Hombre;1.2;900;100;5;5;5;No;Si;No;No;No;No;Si;No;13.489283;-88.40789;757.248779;Si;Si;Si;Si;Si;Si;Si;0.9504;5.1
Hombre;30.22;0;30700;;3.7;3.7;Si;No;No;No;No;Si;No;No;13.846693;-89.358579;418.727783;Si;Si;No;No;Si;Si;Si;26.37096;134.19032
Hombre;0.99;1000;0;6;;6;No;Si;No;No;No;No;Si;No;13.768624;-89.684552;529.891235;No;Si;No;Si;Si;No;Si;2.27304;3.53936
Hombre;1.5;1200;300;5;5;5;Si;Si;No;Si;No;No;No;Si;13.297634;-88.564665;6.024231;Si;No;Si;No;No;No;Si;3.02456;16.4096
Hombre;0.35;300;0;5;;5;No;Si;No;No;No;Si;No;No;13.5996;-88.7566;379.122;No;Si;No;No;No;No;Si;0.13464;1
Hombre;2.1;500;1300;6;3.5;4.2;No;Si;No;No;No;Si;No;No;13.622105;-88.773509;417.611389;Si;Si;Si;Si;Si;Si;Si;0.858;5.21
Mujer;0.69;700;0;5;;5;No;Si;No;No;No;Si;No;No;13.77869;-89.764573;613.472412;No;Si;Si;Si;Si;Si;No;0.28336;2.17008
Mujer;1.4;0;900;;4;4;Si;No;No;Si;No;No;No;Si;13.362228;-88.770385;-12.910645;Si;Si;Si;Si;Si;Si;Si;1.05512;11.9
Hombre;0.4;300;0;4;;4;No;Si;No;No;No;No;Si;No;13.4813;-88.391;685.366;No;Si;Si;No;Si;Si;Si;0.62656;3.45
Hombre;0.4;400;0;4;;4;Si;No;Si;No;No;Si;No;No;13.623118;-89.750801;90.252502;No;Si;Si;Si;Si;Si;No;0.66176;3.98464
Mujer;0.35;200;0;5;;5;No;Si;No;No;No;Si;Si;No;13.2339;-88.2939;336;No;Si;Si;Si;Si;Si;No;0.05632;0.78
Hombre;0.25;125;0;5;;5;No;Si;No;No;No;Si;No;No;13.774106;-89.814114;503.789612;No;Si;No;Si;Si;Si;No;0.0088;0.05896
Hombre;3.72;2070;1941;5;5;5;No;Si;No;No;No;No;Si;No;13.760435;-89.597105;625;Si;Si;Si;Si;Si;No;No;0.15136;0.41976
Hombre;0.7;625;0;4;;4;No;Si;No;No;No;No;Si;No;13.479195;-88.56125;806.851074;No;Si;Si;Si;Si;Si;Si;0.29216;1.49392
Mujer;0.7;320;80;4;4;4;No;Si;No;No;No;No;No;No;13.533234;-88.944115;141.021729;Si;Si;Si;Si;Si;Si;Si;0.07392;0.39
Mujer;0.35;100;100;6;4;5;No;Si;No;No;No;No;No;No;13.602224;-88.953307;531.007202;Si;Si;Si;Si;Si;Si;Si;0.13024;1.34
Mujer;0.45;400;0;4;;4;No;No;Si;No;No;Si;No;No;13.722202;-88.228995;981.447999;No;Si;Si;Si;Si;Si;Si;0.22352;0.946
Hombre;1.4;700;0;5;;5;No;Si;No;No;No;Si;No;No;13.515886;-88.446471;638.583371;No;Si;Si;No;No;Si;Si;1.2628;6.85
Hombre;1;100;500;7;4;4.5;No;Si;No;No;No;Si;No;No;13.528922;-88.445809;562.017334;Si;Si;Si;Si;No;Si;No;0.14784;2.32
Mujer;0.7;600;0;6;;6;No;Si;No;No;No;No;No;No;13.805852;-89.732344;675;No;Si;No;Si;Si;Si;No;0.69344;5.052
Hombre;0.4;150;0;4;;4;No;No;No;No;Si;Si;No;No;13.759592;-88.177396;820;No;Si;Si;Si;Si;Si;Si;0.05984;0.44
Hombre;4;0;1827;;4.6;4.6;Si;No;No;Si;No;No;No;Si;13.739763;-90.081807;6.86441;Si;No;Si;Si;No;No;No;2.13136;11.60984
Hombre;1.4;0;1100;;4;4;Si;No;No;Si;No;No;No;Si;13.34157;-88.72979;24;Si;Si;Si;Si;Si;Si;Si;1.0692;8.35
Hombre;0.09;70;0;5;;5;No;Si;No;No;No;No;No;No;13.512574;-88.434313;673.151367;No;Si;Si;No;Si;Si;Si;0.67056;3.55
Mujer;1.58;0;1125;;5;5;Si;No;No;No;No;Si;No;No;13.844843;-89.376432;439.518555;Si;Si;No;No;Si;Si;Si;0.99;4.87432
Hombre;2.8;1800;0;6;;6;No;Si;No;No;No;Si;Si;No;13.414661;-88.505631;379;No;Si;Si;Si;Si;Si;Si;0.19008;8.83
Hombre;0.49;500;0;5;;5;No;Si;No;No;No;No;No;No;13.439872;-88.301279;818.55494;No;Si;Si;Si;Si;No;Si;0.04224;0.22
Hombre;0.4;350;50;6;4;5.8;No;Si;No;No;No;Si;No;No;13.559301;-88.390322;371.607666;Si;Si;Si;Si;Si;Si;Si;0.5632;3.3
Hombre;4.2;2000;0;7;;7;No;Si;No;No;No;Si;No;No;13.455366;-88.559089;620.978271;No;No;Si;Si;Si;Si;No;0.24376;4.82
Hombre;1.7;1700;0;5;;5;Si;Si;No;No;No;Si;No;No;13.702324;-89.710528;213.509888;No;Si;Si;Si;Si;Si;No;1.39304;6.86048
Mujer;0.21;200;0;5;;5;No;Si;No;No;No;Si;No;No;13.525728;-88.447384;588.463498;No;Si;Si;No;Si;Si;Si;0.286;1.72
Hombre;0.18;20;0;6;;6;No;No;No;No;No;Si;No;No;13.830761;-88.160458;375.886414;No;Si;Si;Si;No;Si;Si;0.04576;0.2
Hombre;0.18;200;0;4;;4;No;No;No;No;Si;Si;No;No;13.819345;-88.25862;771.823608;No;No;No;Si;Si;Si;Si;0.05456;0.22
Hombre;0.24;0;150;;3;3;No;Si;No;No;No;No;No;No;13.420418;-88.394844;315.767212;Si;Si;Si;Si;Si;Si;Si;0.42592;2.52
Mujer;0.32;243;0;4;;4;No;No;Si;No;No;Si;No;No;13.709652;-89.843465;208.101562;No;No;Si;Si;No;Si;No;0.13992;0.7172
Hombre;1.4;0;1000;;5;5;Si;No;No;No;No;Si;No;No;13.597725;-88.605011;16.472229;Si;Si;Si;Si;Si;Si;Si;0.69872;4.76
Hombre;0.76;518;0;5.1;;5.1;No;No;No;No;No;Si;No;No;13.773555;-89.94009;331.276733;No;Si;Si;Si;Si;No;No;0.176;1.0032
Hombre;0.38;281;0;5;;5;No;Si;No;No;No;Si;No;No;13.808194;-90.01315;700;No;No;Si;Si;Si;Si;No;0.1892;0.9988
Hombre;4.03;2800;0;3.5;;3.5;No;Si;No;No;No;Si;No;No;13.825891;-89.85355;955.314941;No;Si;Si;Si;Si;Si;No;0.72776;5.1764
Hombre;0.7;562;0;6;;6;No;Si;No;No;No;No;No;No;13.750092;-89.723864;360.439087;No;Si;Si;Si;Si;Si;No;0.29744;1.47224
Hombre;0.57;510;0;5;;5;Si;No;No;No;No;Si;Si;No;13.654829;-89.708064;140.650208;No;Si;Si;Si;Si;Si;No;3.00432;4.77488
Hombre;0.79;729;0;5;;5;No;No;Si;No;No;Si;No;No;13.631183;-89.865572;12;No;No;Si;Si;Si;Si;No;0.24552;1.73392
Hombre;5;2800;2200;6;5;5.6;Si;No;No;No;No;Si;Si;No;13.709582;-89.662991;465;Si;Si;Si;Si;Si;No;Si;2.9348;12.31
Hombre;3.51;2446;0;5;;5;No;Si;No;No;No;No;Si;No;13.760388;-89.680537;473.776855;No;Si;No;Si;Si;No;No;3.54992;11.47432
Hombre;0.22;250;0;4;;4;No;No;No;No;No;Si;No;No;13.866189;-88.152657;384;No;Si;Si;Si;No;Si;Si;0.15488;0.414
Hombre;4.2;2800;0;5.4;;5.4;No;Si;No;No;No;No;No;No;13.692394;-89.469938;745;No;Si;No;No;Si;Si;Si;1.47312;7.13152
Hombre;1.8;2000;0;5;;5;No;No;No;No;No;Si;No;No;13.93983;-88.181137;774;No;Si;Si;Si;No;Si;No;2.25368;14.696
Hombre;1.01;0;1200;;4;4;No;No;No;No;No;Si;No;No;13.51787;-88.209711;158;Si;Si;Si;Si;Si;Si;Si;1.71776;9.45
Hombre;0.7;0;383;;5;5;No;Si;No;No;No;Si;No;No;13.913764;-89.818643;700;Si;Si;Si;Si;Si;Si;No;0.03696;0.3168
Hombre;5.6;2750;450;6.6;3.7;6.2;No;Si;No;No;No;Si;No;No;13.505293;-88.554866;812;Si;Si;No;Si;No;Si;Si;0.18744;8.45
Mujer;0.35;350;0;4;;4;No;Si;No;No;No;Si;No;No;13.75924;-89.77388;489;No;Si;Si;Si;Si;Si;No;0.1276;0.8536
Mujer;0.7;420;0;6;;6;No;Si;No;No;No;No;Si;No;13.460684;-88.536209;100;No;Si;Si;Si;Si;Si;Si;0.07656;1.74
Hombre;2.2;1950;0;3;;3;No;Si;No;No;No;No;Si;No;13.477466;-88.563325;759.198853;No;Si;Si;Si;Si;No;Si;0.3476;1.79608
Hombre;0.43;360;0;5;;5;No;Si;No;No;No;No;No;No;13.471223;-88.369012;737.946045;No;Si;Si;Si;No;Si;Si;0.34936;2.15
Mujer;0.25;256;0;6;;6;Si;No;No;No;No;Si;Si;No;13.651876;-89.756647;115;No;Si;Si;Si;Si;Si;No;0.64856;3.67928
Hombre;30.77;8175;17825;6;2;3.2;Si;No;No;No;No;Si;No;No;13.554807;-88.620482;41.938538;Si;Si;Si;Si;Si;Si;Si;4.4176;22.23408
Hombre;0.7;0;600;;4;4;No;No;No;No;No;Si;No;No;13.794;-88.2773;804.04;Si;Si;Si;Si;Si;Si;Si;1.408;7.05
Hombre;0.3;300;0;5;;5;No;Si;No;No;No;No;No;No;13.487173;-88.380892;654.955078;No;Si;Si;Si;Si;Si;Si;0.2156;1.15
Hombre;8;0;8000;;3;3;No;No;No;No;Si;Si;No;No;13.637572;-89.382179;1099.12765;Si;Si;Si;Si;Si;Si;No;0.704;0.77
Hombre;4;4252;0;4.2;;4.2;No;No;No;No;No;Si;No;No;13.748683;-89.870147;330.324158;No;No;Si;Si;Si;No;No;0.2376;1.54528
Hombre;0.7;200;200;6;3;4.5;No;Si;No;No;No;No;No;No;13.502399;-88.437816;787;Si;Si;Si;Si;Si;Si;Si;0.05896;1.55
Hombre;0.84;700;0;4;;4;No;Si;No;No;No;No;Si;No;13.51172;-89.35612;1118;No;Si;Si;Si;Si;Si;No;0.11616;0.3344
Hombre;0.7;570;30;5;4;5;No;Si;No;No;No;Si;No;No;13.523764;-88.431589;575.38623;Si;Si;Si;No;Si;Si;Si;0.9284;5.15
Hombre;0.21;250;0;5;;5;No;Si;No;No;No;No;Si;No;13.490583;-88.408684;718.498657;No;Si;Si;No;No;Si;Si;0.4884;2.7
Hombre;0.96;800;0;4;;4;No;Si;No;No;No;No;Si;No;13.88207;-89.5656538;979;No;Si;No;Si;Si;Si;No;0.19272;0.55088
Hombre;5;3450;150;5;3;4.9;No;No;No;No;Si;Si;No;No;13.756336;-88.213509;1142;Si;Si;Si;Si;Si;Si;Si;1.99144;11.55
Hombre;1.43;800;200;5;4;4.8;No;No;No;No;Si;Si;No;No;13.260368;-88.25034;650.656494;Si;Si;Si;Si;Si;Si;Si;1.14928;5.17
Hombre;0.52;425;0;5.8;;5.8;No;Si;No;No;No;Si;Si;No;13.3419;-88.402;77.2046;No;Si;No;Si;Si;Si;Si;0.12672;1.95
Mujer;0.48;304;0;5;;5;No;Si;No;No;No;Si;No;No;13.617013;-89.354701;879.858643;No;Si;Si;Si;Si;Si;No;0.7128;1.1748
Hombre;0.49;345;0;6;;6;Si;No;Si;No;No;Si;No;No;13.623107;-89.750779;90.738281;No;Si;Si;Si;Si;Si;No;0.78496;4.30672
Hombre;2.1;1300;0;5;;5;No;Si;No;No;No;No;Si;No;13.600173;-88.876348;963.372314;No;No;Si;Si;Si;Si;No;0.60632;3.96
Hombre;0.09;50;50;4;4;4;No;Si;No;No;No;No;Si;No;13.408823;-88.209919;141.72583;Si;Si;Si;Si;Si;Si;Si;0.09504;0.48
Hombre;9.8;600;1500;5;5;5;Si;No;No;No;No;No;No;No;13.724664;-89.67556;357;Si;Si;Si;Si;No;No;Si;6.68008;27.33
Hombre;0.45;400;0;4;;4;No;No;Si;No;No;Si;No;No;13.722441;-88.228653;945.350343;No;Si;Si;Si;Si;Si;Si;0.76472;2.816
Hombre;0.7;600;0;5;;5;No;Si;No;No;No;Si;No;No;13.518256;-88.378569;455.69574;No;Si;Si;No;Si;Si;Si;0.6512;3.55
Hombre;1.75;1635;0;3;;3;No;No;Si;No;No;No;No;No;13.592303;-89.460572;560;No;Si;Si;Si;Si;Si;No;3.85528;14.32816
Hombre;1.79;973;0;6;;6;No;Si;No;No;No;Si;No;No;13.679755;-89.539561;570.179565;No;Si;No;Si;No;Si;No;0.18744;0.81136
Hombre;4;4300;0;5;;5;No;No;No;No;Si;Si;No;No;13.477734;-89.193186;28.170532;No;Si;Si;Si;Si;Si;No;0.2244;0.6072
Hombre;2.54;760;0;4;;4;No;No;Si;No;No;Si;No;No;13.709726;-89.844791;180.112061;No;No;Si;Si;Si;No;No;0.26928;1.32
Mujer;0.25;100;0;5;;5;No;No;Si;No;No;Si;No;No;13.742342;-88.158681;847.91813;No;Si;No;Si;Si;Si;Si;0.05544;0.264
Mujer;0.34;343;0;6;;6;No;Si;No;No;No;No;No;No;13.787449;-89.707633;592.327515;No;Si;Si;Si;Si;Si;No;0.10472;0.94408
Hombre;0.45;500;0;6;;6;No;No;No;No;Si;Si;No;No;13.791181;-88.144387;865;No;Si;Si;Si;No;Si;Si;0.96976;4.344
Hombre;2.8;1200;300;5.6;3;5.1;No;Si;No;No;No;No;No;No;13.612313;-88.924134;663;Si;No;No;Si;No;Si;Si;0.22792;1.35
Hombre;3.84;3536;0;4.6;;4.6;No;Si;No;No;No;No;No;No;13.794843;-89.810735;681.235107;No;Si;No;Si;Si;Si;No;0.3432;1.57336
Mujer;0.35;300;0;4;;4;No;Si;No;No;No;No;No;No;13.771546;-89.711713;500;No;Si;No;Si;No;Si;No;0.05368;0.4884
Hombre;1.49;1375;25;4.1;3;4.1;No;Si;No;No;No;Si;No;No;13.6291;-88.3579;254.689;Si;Si;Si;No;Si;Si;Si;0.5016;2.8
Hombre;0.35;350;0;4;;4;No;No;No;No;Si;Si;No;No;13.451801;-88.361889;644.259295;No;Si;Si;Si;Si;Si;Si;0.7876;3.9
Hombre;0.77;777;0;4;;4;No;Si;No;No;No;No;Si;No;13.480453;-88.5546;923.788818;No;Si;Si;Si;Si;No;Si;0.48928;2.58104
Hombre;1.75;1100;0;4;;4;No;Si;No;No;No;No;No;No;13.80113;-89.862576;623.312674;No;Si;No;Si;Si;Si;No;0.32296;2.23312
Hombre;2;1400;100;4;2;3.9;No;Si;No;No;No;No;No;No;13.5075;-88.3404;716.583;Si;Si;No;No;Si;Si;Si;2.3232;11.64
Hombre;0.7;320;30;6;5;5.9;No;Si;No;No;No;No;Si;No;13.464962;-88.530906;1081;Si;Si;Si;Si;Si;Si;Si;0.0616;1.21
Hombre;0.6;650;0;4;;4;No;Si;No;No;No;Si;No;No;13.942046;-89.799266;600;No;Si;Si;Si;Si;Si;No;0.28952;1.9228
Hombre;0.42;360;0;5;;5;Si;No;No;No;No;Si;No;No;13.632516;-89.62683;232;No;Si;No;Si;Si;No;No;0.45144;1.92456
Hombre;12;5000;0;4;;4;No;Si;No;No;No;Si;No;No;13.696588;-89.536453;704.344692;No;Si;No;Si;Si;No;No;1.37456;5.91008
Hombre;2.52;200;800;6;3;3.6;No;Si;No;No;No;Si;Si;No;13.24514;-88.31068;343;Si;Si;Si;Si;Si;Si;Si;0.22088;4.28
Hombre;0.42;180;0;5;;5;No;No;No;No;No;Si;No;No;13.55708;-89.610238;39;No;Si;Si;Si;Si;Si;No;0.16456;0.92488
Hombre;2.45;2700;0;4;;4;No;Si;No;No;No;Si;No;No;13.79403;-89.835282;599.124078;No;No;Si;Si;Si;Si;No;0.19272;1.13168
Hombre;0.2;150;0;3;;3;No;Si;No;No;No;No;No;No;13.4655;-88.2864;900;No;No;Si;Si;Si;Si;Si;0.05896;0.3
Hombre;3.69;1766;0;4;;4;Si;Si;No;No;No;No;No;No;13.687537;-89.438718;905.092163;No;Si;Si;Si;Si;Si;Si;1.36752;6.50232
Hombre;0.86;708;0;5;;5;No;Si;No;No;No;No;No;No;13.814224;-89.869947;749.749268;No;Si;No;Si;Si;Si;No;0.2772;0.83608
Mujer;0.45;500;0;5;;5;No;No;Si;No;No;Si;No;No;13.723462;-89.756569;287.94104;No;Si;Si;Si;Si;Si;No;0.20944;1.29624
Hombre;31.1;10000;7000;6;4.5;5.4;Si;No;No;No;No;No;No;No;13.704211;-89.667368;320;Si;Si;Si;Si;Si;No;Si;9.636;38.76
Hombre;0.7;725;0;6;;6;No;No;No;No;No;Si;No;No;13.617427;-89.573842;398;No;Si;No;Si;Si;No;No;0.2332;0.92752
Hombre;0.76;302;0;6;;6;No;Si;No;No;No;No;No;No;13.789167;-89.706919;626.213867;No;Si;No;No;Si;Si;No;0.17952;1.06928
Mujer;1.7;1200;500;4;3;3.7;No;No;No;No;No;Si;No;No;13.794167;-88.170833;805;Si;Si;Si;Si;Si;Si;Si;3.37304;24.354
Mujer;0.4;150;250;7;5;5.8;Si;Si;No;Si;No;No;No;Si;13.284575;-88.561054;8;Si;Si;Si;Si;Si;No;Si;0.89056;4.6276
Hombre;0.18;107;0;6;;6;Si;No;No;No;No;Si;No;No;13.776891;-90.102924;16.417542;No;No;Si;Si;Si;No;No;0.16544;0.9372
Hombre;0.25;71;4;5;3;4.9;No;Si;No;No;No;No;No;No;13.471;-88.3676;712.694;Si;Si;Si;Si;Si;Si;Si;0.03872;0.2
Hombre;0.7;400;0;6;;6;No;No;No;No;Si;Si;No;No;13.6558;-88.8222;538.761;No;Si;Si;Si;Si;Si;No;0.06776;1.45
Hombre;0.7;500;0;4;;4;No;Si;No;No;No;No;No;No;13.483873;-88.385592;634.844238;No;Si;Si;Si;Si;Si;Si;0.66;3.39
Hombre;1;400;0;3;;3;No;Si;No;No;No;No;No;No;13.76542;-89.72121;473;No;Si;Si;Si;Si;Si;No;0.07744;0.51392
Hombre;0.7;500;0;4;;4;No;No;Si;No;No;Si;No;No;13.749275;-88.159766;856.536416;No;Si;Si;Si;Si;Si;Si;1.03664;4.488
Hombre;3.2;3500;0;6;;6;No;No;No;No;Si;Si;No;No;13.666088;-89.440584;1043.9934;No;Si;No;No;Si;Si;Si;4.02424;20.55592
Mujer;1.05;100;500;5;5;5;No;No;No;Si;No;Si;No;Si;13.239502;-88.35942;1.63623;Si;Si;Si;Si;Si;Si;Si;0.22704;4.28
Hombre;2.25;2300;200;5;3;4.8;No;No;No;No;No;Si;No;No;13.795363;-88.173534;828;Si;Si;Si;Si;Si;Si;Si;2.99552;23.41504
Hombre;0.5;500;0;4;;4;No;No;No;No;No;Si;No;No;13.901058;-88.162423;689;No;No;No;No;No;No;Si;0;0.25
Mujer;0.45;300;0;4;;4;No;Si;No;No;No;No;No;No;13.443247;-88.398034;533.134783;No;Si;Si;Si;No;Si;Si;0.25872;1.35
Hombre;0.7;450;0;5;;5;Si;Si;No;No;No;No;No;No;13.435445;-88.964318;23.361389;No;Si;Si;Si;Si;Si;Si;0.52712;6.88
Hombre;1.75;0;1550;;4;4;No;Si;No;No;No;No;No;No;13.94737;-89.624508;839.607788;Si;Si;No;Si;Si;Si;Si;4.32784;12.3728
Hombre;0.18;150;0;5;;5;No;Si;No;No;No;No;No;No;13.446993;-88.32826;677.63562;No;No;No;Si;Si;Si;Si;0.09152;0.46
Mujer;1.9;1500;0;4.6;;4.6;Si;No;No;No;No;Si;No;No;13.83041;-89.46418;581.3;No;Si;No;No;Si;Si;Si;0.64592;3.1592
Hombre;0.7;700;0;4.7;;4.7;No;Si;No;No;No;No;No;No;13.712799;-89.471776;865.697998;No;Si;No;No;Si;Si;No;0.63712;3.2472
Hombre;0.27;300;0;4;;4;No;No;No;No;No;Si;No;No;13.89232;-88.175714;651.541592;No;Si;Si;Si;No;Si;Si;0.85536;2.232
Mujer;1.29;300;100;5.3;4;5;No;Si;No;No;No;No;No;No;13.599525;-88.967749;423.64624;Si;Si;Si;Si;Si;Si;Si;0.24816;1.9
Hombre;0.18;200;0;5;;5;No;No;Si;No;No;Si;No;No;13.641601;-89.874857;6;No;No;Si;Si;Si;Si;No;0.14432;0.89408
Hombre;7.16;0;4569;;3.4;3.4;Si;No;No;No;No;Si;No;No;13.48064;-89.249825;-8.431335;Si;Si;Si;Si;Si;Si;No;7.458;9.8824
Hombre;0.8;800;0;4;;4;No;Si;No;No;No;No;Si;No;13.47796;-88.556638;852.151733;No;Si;Si;Si;Si;No;Si;0.61864;3.14072
Hombre;0.5;350;0;6;;6;No;Si;No;No;No;No;No;No;13.471632;-88.376847;571.299561;No;Si;Si;No;Si;Si;Si;0.8668;4.65
Hombre;7.5;3375;0;5.9;;5.9;Si;No;No;Si;No;No;No;Si;13.715722;-90.030383;12.87265;No;Si;Si;Si;Si;No;No;2.69544;14.65904
Hombre;1.35;680;0;6;;6;No;Si;No;No;No;Si;Si;No;13.6672;-88.7884;606.962;No;Si;Si;Si;Si;Si;Si;0.08096;2.55
Mujer;1.17;507;0;4.6;;4.6;No;Si;No;No;No;Si;No;No;13.826659;-89.853186;966.631104;No;Si;Si;Si;Si;Si;No;0.54736;2.42192
Hombre;1.8;1800;0;5.9;;5.9;No;No;No;No;No;Si;No;No;13.522794;-89.587034;47.233887;No;Si;Si;Si;Si;Si;No;0.7876;3.2824
Mujer;1.2;1000;200;4;3;3.8;No;No;No;No;No;Si;No;No;13.332113;-88.6889266;31.202;Si;Si;No;Si;Si;No;Si;1.09824;6.13
Hombre;0.7;500;100;6;4;5.7;No;Si;No;No;No;No;No;No;13.490555;-88.399722;716;Si;Si;Si;No;Si;Si;Si;0.96536;5.05
Hombre;6.3;1000;6000;4;4;4;Si;No;No;Si;No;No;No;Si;13.239982;-88.731259;12.389774;Si;Si;Si;Si;Si;No;Si;4.64552;27.41
Hombre;0.7;295;25;6;5;5.9;No;Si;No;No;No;Si;No;No;13.508277;-88.545707;909;Si;No;Si;Si;No;Si;No;0.0748;1.3
Hombre;1.4;700;100;5.4;4;5.3;No;Si;No;No;No;Si;No;No;13.470763;-88.569717;628;Si;Si;Si;Si;No;Si;No;0.1408;2.67
Hombre;22.02;16800;200;7;3;7;No;Si;No;No;No;No;No;No;13.596918;-88.919828;702.357666;Si;Si;Si;Si;No;Si;Si;0.40832;11.36
Hombre;0.38;250;0;5;;5;No;Si;No;No;No;Si;Si;No;13.71673;-89.563259;515.278564;No;Si;No;Si;Si;Si;No;0.26048;1.04192
Mujer;0.7;650;50;5;4;4.9;No;Si;No;No;No;No;No;No;13.485426;-88.388935;641.583008;Si;Si;Si;Si;No;Si;Si;0.5412;2.8
Mujer;0.35;150;200;7;5;5.9;Si;Si;No;Si;No;No;No;Si;13.283996;-88.558401;11.044495;Si;Si;Si;Si;No;No;Si;0.90816;5.69544
Hombre;0.63;450;0;5;;5;No;Si;No;No;No;No;No;No;13.774356;-89.715972;540;No;Si;No;Si;Si;Si;No;0.2596;0.9064
