No.;Sexo productor;Área (Ha);Patron_Arboles_1;Patron_Edad_1;Patron_Arboles_2;Patron_Edad_2;Patron_Arboles_3;Patron_Edad_3;Patron_Arboles_4;Patron_Edad_4;Injerto_Arboles_1;Injerto_Edad_1;Injerto_Arboles_2;Injerto_Edad_2;Injerto_Arboles_3;Injerto_Edad_3;Injerto_Arboles_4;Injerto_Edad_4;Edad promedio plantas patron;Edad promedio plantas injerto;Edad promedio plantas;Densidad (plantas/Ha);Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje injertación;Aplica poda;Maneja sombra;Fertilización orgánica;Fertilización química;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
790;Hombre;1.1599999999999999;620;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;534.48275862068965;0;1;0;0;0;1;0;0;13.766249999999999;-89.837209999999999;444;0;Si;No;Si;Si;Si;No;0.50512000000000001;3.3360799999999999
791;Hombre;0.25;150;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;600;0;0;1;0;0;1;0;0;13.727980000000001;-88.136239000000003;601.62467300000003;0;Si;Si;Si;Si;Si;Si;9.0639999999999998E-2;0.48399999999999999
792;Hombre;0.9;750;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;833.33333333333326;0;1;0;0;0;0;1;0;13.514049999999999;-89.352639999999994;933;0;Si;No;Si;Si;Si;Si;0.12848000000000001;0.36784
793;Hombre;0.5;500;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1000;0;0;0;0;1;1;0;0;13.9214;-88.134;858.84500000000003;0;Si;Si;Si;Si;Si;Si;1.2460800000000001;4.4320000000000004
794;Hombre;163;143000;52;NA;NA;NA;NA;NA;NA;20000;4;NA;NA;NA;NA;NA;NA;52;4;46.110429447800001;1000;1;1;0;1;0;0;0;1;13.289680600000001;-88.501420699999997;15;12.269938650306749;Si;Si;Si;Si;Si;Si;104.29407999999999;425
795;Hombre;0.3;280;6;NA;NA;NA;NA;NA;NA;20;4;NA;NA;NA;NA;NA;NA;6;4;5.8666666666999996;1000;0;1;0;0;0;0;0;0;13.486632999999999;-88.408877000000004;803.07031199999994;6.666666666666667;Si;Si;Si;No;Si;Si;0.80959999999999999;4.45
796;Mujer;1.1100000000000001;1106;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;996.39639639639631;1;1;0;0;0;0;1;0;13.753501999999999;-89.684466;450.56811499999998;0;No;Si;Si;Si;No;No;0;2.64E-3
797;Mujer;0.35;200;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;571.42857142857144;0;1;0;0;0;0;1;0;13.43;-88.5642;350.548;0;Si;No;Si;No;Si;No;0.12759999999999999;1.7
798;Hombre;2.44;1200;5;NA;NA;NA;NA;NA;NA;300;4;NA;NA;NA;NA;NA;NA;5;4;4.8;614.7540983606558;1;0;0;1;0;0;0;1;13.35566;-88.760729999999995;40;20;Si;Si;Si;Si;Si;Si;1.37368;10.050000000000001
799;Hombre;6;6000;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1000;0;0;0;0;1;1;0;0;13.441713999999999;-88.466059000000001;671.28283699999997;0;Si;Si;No;Si;No;Si;3.23048;16.888079999999999
800;Hombre;0.3;200;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;666.66666666666674;0;1;0;0;0;0;1;0;13.634;-88.822800000000001;683.76099999999997;0;NA;NA;NA;NA;NA;No;0.12672;1
801;Hombre;0.36;172;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;477.77777777777777;0;1;0;0;0;0;0;0;13.772482;-89.711426000000003;450;0;Si;No;Si;Si;Si;No;0.15664;0.90439999999999998
802;Hombre;2.94;100;5;NA;NA;NA;NA;NA;NA;1400;4;NA;NA;NA;NA;NA;NA;5;4;4.0666666665999998;510.20408163265307;1;0;0;0;0;1;0;0;13.3877846;-88.747105300000001;20;93.333333333333329;Si;Si;Si;Si;Si;Si;1.0691999999999999;13.5
803;Mujer;0.95;500;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;526.31578947368428;0;0;0;0;1;1;0;0;13.799867000000001;-88.233197000000004;963.56213400000001;0;Si;No;Si;Si;Si;Si;0.82103999999999999;3.8940000000000001
804;Hombre;0.3;300;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;1000;0;1;0;0;0;0;1;0;13.495461000000001;-88.409042999999997;728.14282200000002;0;Si;Si;No;No;Si;Si;0.62919999999999998;3.4
805;Hombre;0.1;100;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;1000;0;0;0;0;0;1;0;0;13.435422000000001;-88.683688000000004;28;0;NA;NA;NA;NA;NA;Si;0.16103999999999999;1.1599999999999999
806;Hombre;0.8;800;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1000;0;0;0;0;1;1;0;0;13.942045;-88.192846000000003;735;0;Si;Si;Si;No;Si;Si;2.1595200000000001;13.096
807;Hombre;0.8;300;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;375;0;1;0;0;0;0;0;0;13.6167;-88.899199999999993;962;0;NA;NA;NA;NA;NA;No;0.24288000000000001;2.93
808;Hombre;0.4;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;750;0;1;0;0;0;0;0;0;13.453417999999999;-88.404420999999999;661.37524399999995;0;Si;Si;Si;Si;Si;Si;0.75680000000000003;4.25
809;Mujer;7.35;2800;11;NA;NA;NA;NA;NA;NA;200;4;NA;NA;NA;NA;NA;NA;11;4;10.5333333334;408.16326530612247;0;1;0;0;0;0;1;0;13.495514;-88.413543000000004;815.54047000000003;6.666666666666667;Si;Si;Si;Si;Si;Si;1.9403999999999999;10.332000000000001
810;Hombre;7;400;0;500;3;2116;5;NA;NA;500;3;2500;4;NA;NA;NA;NA;4.0053050397999996;3.8333333333000001;3.9195478723999999;859.42857142857144;0;1;0;1;0;0;0;1;13.276178;-88.423679000000007;5.8162839999999996;49.867021276595743;Si;Si;Si;Si;Si;Si;0.36959999999999998;9.57
811;Mujer;3.15;1400;7;NA;NA;NA;NA;NA;NA;200;5;NA;NA;NA;NA;NA;NA;7;5;6.75;507.93650793650795;0;1;0;0;0;0;0;0;13.611884;-88.928115000000005;603;12.5;Si;Si;Si;Si;Si;Si;0.20591999999999999;3.44
812;Mujer;0.7;410;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;585.71428571428578;0;1;0;0;0;0;1;0;13.455423;-88.534074000000004;879.28320299999996;0;NA;NA;NA;NA;NA;No;6.6879999999999995E-2;1.64
813;Hombre;0.5;460;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;920;0;1;0;0;0;0;1;0;13.632899999999999;-88.834199999999996;724.26599999999996;0;NA;NA;NA;NA;NA;No;0.32912000000000002;2.39
814;Mujer;0.9;576;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;3;640;0;1;0;0;0;0;1;0;13.847466000000001;-89.591407000000004;949.51660200000003;0;Si;No;Si;Si;Si;No;0.33792;0.96975999999999996
815;Mujer;2.1;800;4;1200;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.5999999999999996;NA;4.5999999999999996;952.38095238095229;0;1;0;0;0;0;0;0;13.706413;-89.487606999999997;907;0;Si;No;Si;Si;Si;No;1.0683199999999999;5.1515199999999997
816;Hombre;1;600;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;600;0;0;0;0;1;1;0;0;13.756171;-88.182096999999999;815;0;Si;Si;Si;Si;Si;Si;0.64239999999999997;2.97
817;Hombre;0.36;400;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1111.1111111111111;0;0;0;0;0;1;0;0;13.794765999999999;-88.172650000000004;812;0;Si;Si;Si;No;Si;Si;0.66879999999999995;1.3160000000000001
818;Hombre;0.7;600;5;NA;NA;NA;NA;NA;NA;100;4;NA;NA;NA;NA;NA;NA;5;4;4.8571428571000004;1000.0000000000001;0;1;0;0;0;0;1;0;13.493392999999999;-88.407657;728.31518600000004;14.285714285714286;Si;Si;No;No;Si;Si;0.62039999999999995;3.25
819;Hombre;1.5;1300;6;NA;NA;NA;NA;NA;NA;200;5;NA;NA;NA;NA;NA;NA;6;5;5.8666666666999996;1000;0;0;0;1;0;0;0;1;13.221171999999999;-88.553644300000002;7;13.333333333333334;Si;Si;Si;Si;No;Si;1.95184;10.24
820;Mujer;0.23;150;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;652.17391304347825;0;0;0;0;1;1;0;0;13.441642;-88.461770000000001;687;0;Si;Si;No;Si;Si;Si;0.18128;0.95831999999999995
821;Hombre;1.4;300;6;NA;NA;NA;NA;NA;NA;150;5;NA;NA;NA;NA;NA;NA;6;5;5.6666666667000003;321.42857142857144;0;1;0;0;0;0;0;0;13.472023;-88.879373000000001;31;33.333333333333336;NA;NA;NA;NA;NA;No;1.0058400000000001;6.95
822;Hombre;0.71;720;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1014.0845070422536;0;1;0;0;0;1;0;0;13.763965000000001;-89.799136000000004;442;0;Si;No;Si;Si;No;No;0.31680000000000003;1.0668800000000001
823;Hombre;0.45;350;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;777.77777777777771;0;0;0;0;0;1;0;0;13.715718000000001;-88.221712999999994;850.76745700000004;0;Si;Si;Si;Si;Si;Si;0.13991999999999999;0.33
824;Mujer;0.5;500;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1000;0;1;0;0;0;0;0;0;13.617552;-88.945933999999994;527;0;No;No;No;No;Si;No;4.8399999999999999E-2;0.1
825;Hombre;13.92;NA;NA;NA;NA;NA;NA;NA;NA;15394;5;NA;NA;NA;NA;NA;NA;NA;5;5;1105.8908045977012;1;0;1;0;0;1;0;0;13.551689;-89.737837999999996;13;100;Si;Si;Si;Si;No;Si;10.8064;47.576320000000003
826;Hombre;0.8;800;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;1000;0;0;0;0;1;1;0;0;13.906991;-88.153991000000005;755.30957000000001;0;Si;Si;Si;Si;Si;Si;0.55528;2.5379999999999998
827;Hombre;0.03;30;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1000;0;1;0;0;0;0;0;0;13.471232000000001;-88.367568000000006;727.95117200000004;0;NA;NA;NA;NA;NA;Si;1.9359999999999999E-2;0.1
828;Mujer;0.24;150;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;625;0;1;0;0;0;0;0;0;13.495806;-88.392179999999996;593.78539999999998;0;Si;Si;No;No;Si;Si;0.6512;3.5
829;Hombre;1.4;650;6;NA;NA;NA;NA;NA;NA;150;3;NA;NA;NA;NA;NA;NA;6;3;5.4375;571.42857142857144;0;1;0;0;0;0;0;0;13.593176;-88.953457;508;18.75;Si;Si;Si;Si;Si;Si;0.18304000000000001;3.26
830;Hombre;0.7;704;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;1005.7142857142858;0;1;0;0;0;0;0;0;13.743855999999999;-89.470586999999995;596.448486;0;Si;No;Si;Si;Si;No;0.22792000000000001;1.1175999999999999
831;Hombre;0.28000000000000003;256;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;914.28571428571422;0;1;0;0;0;0;0;0;13.804987000000001;-89.733484000000004;651.95752000000005;0;Si;No;Si;Si;Si;No;0.45848;1.39272
832;Hombre;1.42;666;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;469.0140845070423;0;0;0;0;1;1;0;0;13.680149999999999;-89.429293000000001;930.51501499999995;0;Si;No;Si;Si;Si;Si;0.42856;2.2519200000000001
833;Hombre;0.5;450;5;NA;NA;NA;NA;NA;NA;50;4;NA;NA;NA;NA;NA;NA;5;4;4.9000000000000004;1000;0;1;0;0;0;0;1;0;13.496905999999999;-88.411058999999995;698.31762700000002;10;Si;Si;No;Si;Si;Si;0.64856000000000003;3.48
834;Hombre;1.4;830;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;592.85714285714289;0;1;0;0;0;0;1;0;13.455947999999999;-88.533990000000003;84.102783000000002;0;NA;NA;NA;NA;NA;Si;8.8880000000000001E-2;1.98
835;Hombre;0.6;550;6;NA;NA;NA;NA;NA;NA;50;4;NA;NA;NA;NA;NA;NA;6;4;5.8333333332999997;1000;0;1;0;0;0;1;0;0;13.52469;-88.429257000000007;550.61157200000002;8.3333333333333339;Si;Si;No;Si;Si;Si;0.56408000000000003;3.18
836;Mujer;3;NA;NA;NA;NA;NA;NA;NA;NA;2700;6;NA;NA;NA;NA;NA;NA;NA;6;6;900;1;0;0;0;0;0;0;0;13.728552000000001;-89.658814000000007;382.417236;100;Si;Si;Si;Si;No;Si;2.9092799999999999;11.62
837;Hombre;0.4;405;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;1012.5;1;0;0;1;0;0;0;1;13.728973999999999;-90.072648000000001;10.084747;0;No;Si;Si;Si;No;No;0.13639999999999999;0.63800000000000001
838;Hombre;3.22;2000;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;621.11801242236027;0;1;0;0;0;1;0;0;13.786516000000001;-89.831885;620.99975600000005;0;No;Si;Si;Si;Si;No;0.20680000000000001;1.1132
839;Hombre;0.35;75;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;214.28571428571431;0;1;0;0;0;1;1;0;13.430999999999999;-88.549300000000002;481.661;0;NA;NA;NA;NA;NA;No;6.5119999999999997E-2;0.76
840;Hombre;10.4;11361;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;3;1092.4038461538462;0;1;0;0;0;1;0;0;13.951813;-89.545395999999997;650;0;Si;No;Si;Si;Si;Si;4.8136000000000001;13.589840000000001
841;Hombre;0.75;250;7;50;10;NA;NA;NA;NA;200;5;NA;NA;NA;NA;NA;NA;7.5;5;6.5;666.66666666666663;0;0;0;0;1;1;0;0;13.622787000000001;-88.945884000000007;537;40;Si;Si;Si;No;Si;Si;0.27104;5.37
842;Hombre;1;450;7;NA;NA;NA;NA;NA;NA;50;3;NA;NA;NA;NA;NA;NA;7;3;6.6;500;0;1;0;0;0;0;1;0;13.485054999999999;-88.559371999999996;884;10;Si;No;Si;No;Si;Si;8.7120000000000003E-2;2.84
843;Hombre;2.75;2000;7;NA;NA;NA;NA;NA;NA;500;5;NA;NA;NA;NA;NA;NA;7;5;6.6;909.09090909090912;0;1;0;0;0;0;0;0;13.603095;-88.917779999999993;686;20;Si;Si;Si;No;Si;Si;0.25872000000000001;6.2199989999999996
844;Hombre;0.75;100;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;133.33333333333334;0;1;0;0;0;0;0;0;13.5754;-88.930800000000005;497;0;NA;NA;NA;NA;NA;No;0.13111999999999999;0.91
845;Mujer;0.06;70;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1166.6666666666667;0;0;0;0;1;1;0;0;13.750828;-88.190511000000001;757.35868000000005;0;Si;Si;Si;Si;Si;Si;2.2880000000000001E-2;0.11
846;Hombre;0.7;320;5;NA;NA;NA;NA;NA;NA;80;4;NA;NA;NA;NA;NA;NA;5;4;4.8;571.42857142857144;0;1;0;0;0;0;0;0;13.531326999999999;-88.942055999999994;153;20;Si;Si;Si;Si;Si;No;3.0800000000000001E-2;0.31
847;Hombre;0.45;NA;NA;NA;NA;NA;NA;NA;NA;278;5;NA;NA;NA;NA;NA;NA;NA;5;5;617.77777777777771;0;0;0;0;0;1;0;0;13.591942;-89.536274000000006;529;100;Si;Si;Si;Si;Si;No;0.86240000000000006;1.3331999999999999
848;Mujer;0.5;400;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;800;0;1;0;0;0;0;1;0;13.468863000000001;-88.386111;543.896973;0;Si;Si;Si;Si;Si;Si;0.36520000000000002;2.0499999999999998
849;Hombre;0.5;400;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;800;0;0;0;0;0;1;0;0;13.546082;-88.434884999999994;508.59960000000001;0;No;No;No;No;No;Si;0.50160000000000005;2.8
850;Hombre;0.89;49;3;490;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.8181818182000002;NA;4.8181818182000002;605.61797752808991;0;1;0;0;0;1;0;0;13.755328;-89.820841999999999;339.96032700000001;0;Si;Si;Si;No;No;No;0.34936;2.17184
851;Hombre;1.05;140;7;NA;NA;NA;NA;NA;NA;10;5;NA;NA;NA;NA;NA;NA;7;5;6.8666666665999996;142.85714285714286;0;1;0;0;0;0;0;0;13.620514;-88.944190000000006;501.89135700000003;6.666666666666667;Si;Si;No;No;Si;Si;0.15223999999999999;0.84
852;Hombre;3;2700;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;900;0;1;0;0;0;0;1;0;13.261799999999999;-88.332800000000006;668.6;0;Si;Si;Si;Si;Si;Si;2.1463199999999998;11.454079999999999
853;Hombre;0.3;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1000;0;1;0;0;0;0;1;0;13.491705;-88.410199000000006;742.84301800000003;0;Si;Si;No;Si;Si;Si;0.41095999999999999;2.1
854;Mujer;4.4000000000000004;2000;4;1400;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.8235294118000001;NA;4.8235294118000001;772.72727272727263;0;1;0;0;0;0;1;0;13.477551999999999;-88.557315000000003;862.23535200000003;0;Si;Si;Si;Si;No;Si;3.9960800000000001;19.835599999999999
855;Hombre;0.18;200;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1111.1111111111111;0;0;0;0;1;1;0;0;13.970402999999999;-88.229794999999996;749.81521699999996;0;Si;Si;Si;Si;Si;Si;0.31680000000000003;1.468
856;Hombre;0.32;100;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;3;312.5;0;0;0;0;1;1;0;0;13.802182;-88.235738999999995;948.17016599999999;0;Si;Si;Si;Si;Si;Si;0.1804;0.77
857;Hombre;0.45;500;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1111.1111111111111;0;0;0;0;1;1;0;0;13.797101;-88.250496999999996;1021.347412;0;Si;Si;Si;Si;Si;Si;0.61248000000000002;2.3759999999999999
858;Hombre;1;800;6;NA;NA;NA;NA;NA;NA;100;4;NA;NA;NA;NA;NA;NA;6;4;5.7777777776999999;900;0;0;0;0;1;1;0;0;13.4628;-88.151300000000006;1052;11.111111111111111;Si;No;Si;Si;Si;Si;1.2883199999999999;6.45
859;Hombre;0.5;500;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;1000;0;0;0;0;1;1;0;0;13.443811;-88.480136999999999;637.37377900000001;0;NA;NA;NA;NA;NA;Si;0.55528;2.9789599999999998
860;Hombre;1.42;400;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;281.69014084507046;0;1;0;0;0;0;1;0;13.52807;-89.340639999999993;901;0;Si;No;Si;Si;Si;Si;0.21560000000000001;0.61687999999999998
861;Hombre;2.82;1692;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;600;0;0;1;0;0;1;0;0;13.693752999999999;-89.816159999999996;140.18725599999999;0;No;Si;Si;Si;No;No;1.0929599999999999;5.5853599999999997
862;Hombre;0.1;100;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1000;0;1;0;0;0;0;0;0;13.48115;-88.401251000000002;811.86792000000003;0;Si;Si;No;No;Si;Si;0.46816000000000002;2.5
863;Hombre;0.4;300;6;NA;NA;NA;NA;NA;NA;100;5;NA;NA;NA;NA;NA;NA;6;5;5.75;1000;0;0;0;1;0;1;0;1;13.318562;-88.702276999999995;17.840149;25;Si;Si;Si;Si;No;Si;0.48487999999999998;2.9
864;Hombre;1;760;6;NA;NA;NA;NA;NA;NA;40;2;NA;NA;NA;NA;NA;NA;6;2;5.8;800;0;0;0;0;0;1;0;0;13.775263333;-88.283538329999999;842.2;5;Si;Si;No;Si;No;Si;1.4572799999999999;7.3
865;Hombre;1;700;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;700;0;1;0;0;0;1;0;0;13.643628;-88.780343000000002;349.71130399999998;0;NA;NA;NA;NA;NA;No;0.54823999999999995;3.69
866;Hombre;1.9;500;5;400;7;NA;NA;NA;NA;500;3;400;5;NA;NA;NA;NA;5.8888888889000004;3.8888888889;4.8888888889000004;947.36842105263167;0;1;0;0;0;0;0;0;13.659943;-88.921891000000002;560.23657200000002;50;Si;Si;Si;Si;Si;Si;0.91168000000000005;7.28
867;Hombre;0.5;500;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1000;0;1;0;0;0;0;1;0;13.593400000000001;-88.875399999999999;1043.6600000000001;0;No;Si;No;Si;No;No;0.25696000000000002;1.8
868;Mujer;0.27;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;1111.1111111111111;0;0;0;0;1;1;0;0;13.972274000000001;-88.229589000000004;762;0;Si;Si;Si;Si;Si;Si;0.37663999999999997;1.204
869;Hombre;0.7;650;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;928.57142857142867;0;1;0;0;0;0;0;0;13.788952999999999;-89.707177000000001;616.36218299999996;0;Si;No;Si;Si;Si;No;0.30624000000000001;2.4476
870;Hombre;0.2;150;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;750;1;0;0;0;0;1;0;0;13.6073;-88.5702;23.398700000000002;0;NA;NA;NA;NA;NA;No;0.10471999999999999;0.82
871;Hombre;2.8;1680;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;600;0;1;0;0;0;1;0;0;13.696771999999999;-89.558567999999994;498.48748799999998;0;NA;NA;NA;NA;NA;No;0.71104000000000001;3.1248800000000001
872;Hombre;0.7;250;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;357.14285714285717;0;0;0;0;0;1;0;0;13.551;-88.431200000000004;495.30200000000002;0;Si;Si;Si;Si;Si;Si;0.13023999999999999;1.66
873;Hombre;7;6000;6;NA;NA;NA;NA;NA;NA;1000;5;NA;NA;NA;NA;NA;NA;6;5;5.8571428572000004;1000;0;0;0;1;0;0;0;1;13.236089;-88.591800000000006;9;14.285714285714286;Si;Si;Si;Si;No;Si;7.1200799999999997;39.119999999999997
874;Hombre;1.92;100;4;200;6;NA;NA;NA;NA;100;3;NA;NA;NA;NA;NA;NA;5.3333333332999997;3;4.75;208.33333333333334;0;1;0;0;0;0;0;0;13.590312000000001;-88.957691999999994;465;25;Si;Si;Si;Si;Si;Si;0.21032000000000001;2.27
875;Hombre;0.25;70;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;7;280;0;1;0;0;0;0;1;0;13.4389;-88.555000000000007;502;0;NA;NA;NA;NA;NA;No;6.4240000000000005E-2;0.65
876;Hombre;0.7;400;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;571.42857142857144;0;1;0;0;0;0;1;0;13.422891999999999;-88.569653000000002;327;0;Si;Si;Si;No;Si;Si;0.15135999999999999;2.9
877;Hombre;2.1;500;7;1000;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.3333333333000006;NA;8.3333333333000006;714.28571428571422;0;1;0;0;0;1;0;0;13.415039;-88.572592999999998;288;0;No;No;Si;Si;Si;No;0.17072000000000001;3.54
878;Hombre;1.4;1500;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1071.4285714285716;0;1;0;0;0;1;0;0;13.600256999999999;-89.477236000000005;702;0;NA;NA;NA;NA;NA;No;0.87560000000000004;1.5267999999999999
879;Hombre;0.45;500;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;1111.1111111111111;0;0;0;0;1;1;0;0;13.795119;-88.266885000000002;897.41332999999997;0;No;Si;No;Si;Si;Si;0.35904000000000003;1.8
880;Hombre;0.35;300;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;5;857.14285714285722;0;1;0;0;0;0;1;0;13.5945;-88.878;1046.21;0;Si;Si;Si;Si;Si;Si;0.12584000000000001;0.93
881;Hombre;0.3;300;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;1000;0;0;0;0;0;1;0;0;13.436199999999999;-88.686099999999996;26.805499999999999;0;Si;No;No;No;No;Si;0.85887999999999998;4.32
882;Hombre;1;800;7;NA;NA;NA;NA;NA;NA;200;5;NA;NA;NA;NA;NA;NA;7;5;6.6;1000;0;1;0;0;0;1;0;0;13.633079;-88.763986000000003;311;20;Si;Si;Si;Si;Si;Si;0.68200000000000005;3.95
883;Hombre;5.5;2500;4;NA;NA;NA;NA;NA;NA;2000;3;NA;NA;NA;NA;NA;NA;4;3;3.5555555554999998;818.18181818181813;0;1;0;0;0;1;0;0;13.511108;-88.552070999999998;752.63;44.444444444444443;Si;Si;Si;Si;Si;Si;2.6804800000000002;13.947900000000001
884;Hombre;0.35;300;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;857.14285714285722;0;1;0;0;0;0;0;0;13.752162;-89.725099999999998;407.42053199999998;0;Si;No;Si;Si;Si;No;0.15048;0.62831999999999999
