Sexo productor,Área (Ha),Edad promedio plantas,Densidad (plantas/Ha),Tipo suelo,Latitud,Longitud,Altura,Porcentaje injertación,Aplica poda,Maneja sombra,Fertilización orgánica,Fertilización química,Presencia de plagas/ enfermedades,Recibe AT,Perdidas (qq),Produccion efectiva (qq)
Mujer,2.1,4.8,714.29,Andisoles,13.706413,-89.487607,907,0,1,0,Si,Si,0,0,1.06832,5.15152
Hombre,1,4,600,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.756171,-88.182097,815,0,1,1,Si,Si,0,1,0.6424,2.97
Hombre,0.36,5,1111.11,Latosoles Arcillo Rojizos,13.794766,-88.17265,812,0,1,1,Si,No,0,1,0.6688,1.316
Hombre,0.7,5,1000,"Andisoles, Litosoles",13.493393,-88.407657,728.315186,14.3,1,1,No,No,0,1,0.6204,3.25
Hombre,1.5,5.9,1000,Regosoles y Halomorficos,13.221172,-88.5536443,7,13.3,1,1,Si,Si,1,1,1.95184,10.24
Hombre,0.71,5,1014.08,"Latosoles Arcillo Rojizos, Andisoles",13.763965,-89.799136,442,0,1,0,Si,Si,1,0,0.3168,1.06688
Hombre,0.45,4,777.78,Latosoles Arcillo Rojizos,13.715718,-88.221713,850.767457,0,1,1,Si,Si,0,1,0.13992,0.33
Mujer,0.5,4,1000,Andisoles,13.617552,-88.945934,527,0,0,0,No,No,0,0,0.0484,0.1
Hombre,13.92,5,1105.89,"Latosoles Arcillo Rojizos, Aluviales, Grumosoles,",13.551689,-89.737838,13,100,1,1,Si,Si,1,1,10.8064,47.57632
Hombre,0.8,6,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.906991,-88.153991,755.30957,0,1,1,Si,Si,0,1,0.55528,2.538
Mujer,0.24,5,625,Andisoles,13.495806,-88.39218,593.7854,0,1,1,No,No,0,1,0.6512,3.5
Hombre,1.4,5.4,571.43,Andisoles,13.593176,-88.953457,508,18.8,1,1,Si,Si,0,1,0.18304,3.26
Hombre,0.56,6,1005.71,Andisoles,13.743856,-89.470587,596.448486,0,1,0,Si,Si,0,0,0.22792,1.1176
Hombre,0.28,6,914.29,Andisoles,13.804987,-89.733484,651.95752,0,1,0,Si,Si,0,0,0.45848,1.39272
Hombre,1.42,5,469.01,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.68015,-89.429293,930.515015,0,1,0,Si,Si,0,1,0.42856,2.25192
Hombre,0.5,4.9,1000,"Andisoles, Litosoles",13.496906,-88.411059,698.317627,10,1,1,No,Si,0,1,0.64856,3.48
Hombre,0.6,5.8,1000,"Latosoles Arcillo Rojizos, Andisoles",13.52469,-88.429257,550.611572,8.3,1,1,No,Si,0,1,0.56408,3.18
Mujer,1.4,6,900,Aluviales,13.728552,-89.658814,382.417236,100,1,1,Si,Si,1,1,2.90928,11.62
Hombre,0.4,6,1012.5,"Regosoles y Halomorficos, Aluviales",13.728974,-90.072648,10.084747,0,0,1,Si,Si,1,0,0.1364,0.638
Hombre,3.22,4,621.12,"Latosoles Arcillo Rojizos, Andisoles",13.786516,-89.831885,620.999756,0,0,1,Si,Si,0,0,0.2068,1.1132
Hombre,10.4,3,1092.4,"Latosoles Arcillo Rojizos, Andisoles",13.951813,-89.545396,650,0,1,0,Si,Si,0,1,4.8136,13.58984
Hombre,0.75,6.5,666.67,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.622787,-88.945884,537,40,1,1,Si,No,0,1,0.27104,5.37
Hombre,2.75,6.6,909.09,Andisoles,13.603095,-88.91778,686,20,1,1,Si,No,0,1,0.25872,6.219999
Mujer,0.06,5,1166.67,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.750828,-88.190511,757.35868,0,1,1,Si,Si,0,1,0.02288,0.11
Hombre,0.7,5,571.43,Andisoles,13.531327,-88.942056,153,20,1,1,Si,Si,0,0,0.0308,0.31
Hombre,0.45,6,617.78,Latosoles Arcillo Rojizos,13.591942,-89.536274,529,100,1,1,Si,Si,0,0,0.8624,1.3332
Mujer,0.5,4,800,"Andisoles, Litosoles",13.468863,-88.386111,543.896973,0,1,1,Si,Si,0,1,0.3652,2.05
Hombre,0.5,5,800,Latosoles Arcillo Rojizos,13.546082,-88.434885,508.5996,0,0,0,No,No,1,1,0.5016,2.8
Hombre,0.89,4.9,605.62,"Latosoles Arcillo Rojizos, Andisoles",13.755328,-89.820842,339.960327,0,1,1,Si,No,1,0,0.34936,2.17184
Hombre,1.05,6.9,142.86,Andisoles,13.620514,-88.94419,501.891357,6.7,1,1,No,No,0,1,0.15224,0.84
Hombre,3,4,900,"Andisoles, Litosoles",13.2618,-88.3328,668.6,0,1,1,Si,Si,0,1,2.14632,11.45408
Hombre,0.3,5,1000,"Andisoles, Litosoles",13.491705,-88.410199,742.843018,0,1,1,No,Si,0,1,0.41096,2.1
Mujer,4.4,5.4,772.73,"Andisoles, Litosoles",13.477552,-88.557315,862.235352,0,1,1,Si,Si,1,1,3.99608,19.8356
Hombre,0.18,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.970403,-88.229795,749.815217,0,1,1,Si,Si,0,1,0.3168,1.468
Hombre,0.32,4,312.5,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.802182,-88.235739,948.170166,0,1,1,Si,Si,0,1,0.1804,0.77
Hombre,0.45,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.797101,-88.250497,1021.347412,0,1,1,Si,Si,0,1,0.61248,2.376
Hombre,1.42,4,281.69,"Litosoles, Andisoles",13.52807,-89.34064,901,0,1,0,Si,Si,0,1,0.2156,0.61688
Hombre,2.82,6,600,"Latosoles Arcillo Rojizos, Grumosoles",13.693753,-89.81616,140.187256,0,0,1,Si,Si,1,0,1.09296,5.58536
Hombre,0.1,4,1000,Andisoles,13.48115,-88.401251,811.86792,0,1,1,No,No,0,1,0.46816,2.5
Hombre,0.4,5.8,1000,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.318562,-88.702277,17.840149,25,1,1,Si,Si,1,1,0.48488,2.9
Hombre,1,5.8,800,Latosoles Arcillo Rojizos,13.77526333,-88.28353833,842.2,5,1,1,No,Si,1,1,1.45728,7.3
Hombre,1.9,5.2,947.37,Andisoles,13.659943,-88.921891,560.236572,50,1,1,Si,Si,0,1,0.91168,7.28
Mujer,0.27,5,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.972274,-88.229589,762,0,1,1,Si,Si,0,1,0.37664,1.204
Hombre,0.25,6,928.57,Andisoles,13.788953,-89.707177,616.362183,0,1,0,Si,Si,0,0,0.30624,2.4476
Hombre,2.8,6,600,"Latosoles Arcillo Rojizos, Andisoles",13.696772,-89.558568,498.487488,0,0,0,,,1,0,0.71104,3.12488
Hombre,7,5.9,1000,Regosoles y Halomorficos,13.236089,-88.5918,9,14.3,1,1,Si,Si,1,1,7.12008,39.12
Hombre,1.92,4.8,208.33,Andisoles,13.590312,-88.957692,465,25,1,1,Si,Si,0,1,0.21032,2.27
Hombre,2.1,8.3,714.29,"Latosoles Arcillo Rojizos, Andisoles",13.415039,-88.572593,288,0,0,0,Si,Si,0,0,0.17072,3.54
Hombre,1.4,4,1071.43,"Latosoles Arcillo Rojizos, Andisoles",13.600257,-89.477236,702,0,0,0,,,1,0,0.8756,1.5268
Hombre,0.45,4,1111.11,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.795119,-88.266885,897.41333,0,0,1,No,Si,0,1,0.35904,1.8
Hombre,1,6.6,1000,"Latosoles Arcillo Rojizos, Andisoles",13.633079,-88.763986,311,20,1,1,Si,Si,0,1,0.682,3.95
Hombre,5.5,3.6,818.18,"Latosoles Arcillo Rojizos, Andisoles",13.511108,-88.552071,752.63,44.4,1,1,Si,Si,0,1,2.68048,13.9479
Hombre,0.26,6,857.14,Andisoles,13.752162,-89.7251,407.420532,0,1,0,Si,Si,0,0,0.15048,0.62832
Hombre,0.94,5.6,473.4,"Aluviales, Andisoles",13.70851,-89.429041,570.187866,0,1,0,No,Si,0,1,0.25344,1.17216
Hombre,1.37,6,560.58,"Andisoles, Litosoles",13.73538,-89.670337,392,100,1,1,Si,Si,1,1,1.29272,2.43496
Mujer,2,6,1000,Andisoles,13.497243,-88.558702,916,0,1,1,Si,Si,0,1,0.8976,4.72208
Hombre,1,2.7,800,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.853098,-88.216099,245.45544,65,1,1,Si,Si,0,1,0.04752,0.286
Hombre,1.3,5.4,846.15,Andisoles,13.513316,-88.847871,216.898132,68.2,1,1,Si,Si,0,0,0.91344,8.6
Hombre,3.5,5,857.14,Andisoles,13.493067,-88.35082,837.156738,0,1,1,Si,Si,0,1,3.86496,19.35
Hombre,1.58,5,882.91,"Latosoles Arcillo Rojizos, Andisoles",13.633778,-89.562715,637,0,1,1,Si,Si,1,0,0.52184,2.1208
Hombre,2,3.9,600,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.733315,-88.214143,896.37915,12.5,1,1,Si,Si,0,1,1.07096,5.06
Hombre,4.9,7.6,1053.27,"Latosoles Arcillo Rojizos, Grumosoles, Litosoles",13.966646,-89.57336,721.668213,9.7,1,0,Si,Si,0,1,15.83736,61.50936
Hombre,0.56,5,892.86,Andisoles,13.732833,-89.473324,687.998047,100,1,0,Si,Si,1,0,0.77616,3.7444
Hombre,3.5,11,1000,Aluviales,13.719018,-89.648809,391,28.6,1,1,Si,No,1,1,5.75696,21.28
Hombre,1,4,600,"Latosoles Arcillo Rojizos, Grumosoles",13.71712,-88.23206166,843.4,0,1,0,Si,Si,0,1,0.11,0.286
Mujer,1,5,800,"Andisoles, Litosoles",13.323211,-88.29341,43.775085,0,1,1,Si,Si,0,1,1.166,5.83
Hombre,1.05,5.1,714.29,Latosoles Arcillo Rojizos,13.370658,-88.655698,34.105164,93.3,0,1,Si,Si,0,1,0.15312,3.08
Hombre,0.7,5.2,357.14,Andisoles,13.60238,-88.948655,542.305664,20,1,1,Si,Si,0,1,0.08272,0.57
Hombre,3.6,5.6,1000,"Regosoles y Halomorficos, Andisoles, Aluviales",13.285015,-88.564653,6.320862,72.2,1,1,Si,Si,1,1,4.4924,23.7736
Hombre,2.5,4.3,280,"Latosoles Arcillo Rojizos, Andisoles",13.507455,-88.380617,518.937744,71.4,1,1,Si,Si,0,1,0.5984,3
Hombre,0.7,4,857.14,"Latosoles Arcillo Rojizos, Grumosoles",13.728376,-88.145761,646.224893,0,1,1,Si,Si,0,1,0.2772,1.1
Mujer,0.3,5,1000,Andisoles,13.492435,-88.389922,687.804077,0,1,1,No,No,0,1,0.63712,3.4
Hombre,2.45,4.5,897.96,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.657811,-88.804404,478.081543,77.3,1,1,Si,Si,0,0,1.2408,7.68
Hombre,10.5,6.2,761.9,"Andisoles, Litosoles",13.45753,-88.494871,751,17,1,1,Si,No,0,1,0.33528,18.49
Mujer,0.23,4,1086.96,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.794379,-88.242688,1042.4635,0,1,1,Si,Si,0,1,0.11528,0.44
Hombre,1,4.8,1300,"Andisoles, Aluviales",13.496236,-89.075517,76,23.1,1,1,Si,Si,0,1,1.06392,5.15
Hombre,2.8,6,1071.43,Andisoles,13.490229,-88.525706,1108.77966,0,1,1,Si,Si,0,1,1.5444,7.75544
Hombre,4.41,4.9,907.03,"Andisoles, Litosoles",13.487368,-88.412204,807.922363,12.5,1,1,No,Si,0,1,1.52856,9.002
Hombre,0.3,4,833.33,"Latosoles Arcillo Rojizos, Grumosoles",13.72709,-88.144607,639.31546,0,1,1,Si,Si,0,1,0.03256,0.286
Mujer,0.8,3.6,625,Latosoles Arcillo Rojizos,13.729796,-88.220585,870,40,1,0,Si,Si,0,1,0.05632,0.22
Hombre,1.5,5.1,170,Andisoles,13.600719,-88.966452,403.785767,33.3,1,1,Si,Si,0,1,0.36168,3.41
Hombre,1.4,4,607.14,"Regosoles y Halomorficos, Aluviales",13.37943,-88.74603,14,100,1,1,Si,Si,0,0,0.89232,7.95
Hombre,2.45,6,777.14,"Latosoles Arcillo Rojizos, Andisoles",13.807734,-89.919451,546.251099,0,0,1,Si,Si,1,0,0.50776,3.26744
Hombre,0.7,4,714.29,"Latosoles Arcillo Rojizos, Grumosoles",13.649925,-88.166637,208.021484,0,1,1,Si,Si,0,1,0.14344,0.77
Hombre,0.7,5,428.57,Andisoles,13.526307,-88.952921,150,0,1,1,Si,Si,0,0,0.04928,0.44
Hombre,3.14,4,733.76,"Andisoles, Litosoles",13.557351,-89.185516,243.968176,100,0,0,,,1,0,0.726,0.9988
Hombre,0.27,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.80071,-88.250994,956.05175,0,1,1,Si,Si,0,1,0.01936,0.11
Hombre,0.28,5,407.14,Latosoles Arcillo Rojizos,13.621218,-89.573179,476.016602,0,1,0,Si,No,1,0,0.3212,1.12464
Hombre,2.24,5,1000,Latosoles Arcillo Rojizos,13.638309,-89.536514,659,0,1,0,Si,Si,0,0,0.65208,2.77464
Hombre,1.68,4.7,1071.43,Andisoles,13.704821,-89.487607,907,0,1,0,Si,Si,0,0,0.53504,2.4508
Mujer,1.54,3,974.03,"Latosoles Arcillo Rojizos, Andisoles",13.825099,-89.948599,709.95947,0,0,1,Si,Si,1,0,0.96184,5.43224
Hombre,1.8,5.6,1000,"Regosoles y Halomorficos, Andisoles, Aluviales",13.290382,-88.565644,2.558594,44.4,0,1,Si,Si,1,1,2.4508,13.5436
Hombre,5.05,5.9,891.09,"Latosoles Arcillo Rojizos, Andisoles",13.555074,-88.386156,324.808228,8.9,1,1,Si,Si,0,1,1.14576,4.452
Mujer,1.8,5.9,444.44,Andisoles,13.619546,-88.940634,554,37.5,1,1,Si,No,0,1,0.2948,4.39
Hombre,0.34,6,726.47,"Latosoles Arcillo Rojizos, Andisoles",13.78853,-89.854868,559.352173,0,1,0,Si,Si,0,0,0.26928,2.86888
Hombre,0.6,4.7,1000,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.329741,-88.70279,-1.153229,16.7,1,1,Si,Si,1,1,1.04544,6.16
Mujer,6.97,4,552.37,"Latosoles Arcillo Rojizos, Andisoles",13.5565,-89.34085,847,94.9,1,0,Si,Si,0,0,2.2704,6.4328
Mujer,0.25,5,800,Andisoles,13.488896,-88.356034,849.381853,0,1,1,Si,Si,0,1,0.3388,1.7
Mujer,0.45,6,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.957143,-88.195683,978.462646,0,1,1,Si,Si,0,1,0.99968,2.71
Hombre,0.1,4.6,1388.89,"Latosoles Arcillo Rojizos, Andisoles",13.514413,-88.331712,674.645889,20,1,1,Si,Si,1,1,0.08976,0.45
Mujer,0.2,5,750,Andisoles,13.479412,-88.40341,828.63623,0,1,1,No,No,0,1,0.44352,2.42
Hombre,0.7,4.9,785.71,"Andisoles, Litiosoles",13.505204,-88.322619,716.54541,9.1,1,1,Si,Si,0,1,0.18656,0.94
Hombre,0.7,4.1,1142.86,"Andisoles, Aluviales",13.407132,-88.869827,16.61731,93.8,1,1,Si,Si,0,0,0.45936,4
Mujer,4.9,6,1018.18,Aluviales,13.725014,-89.666765,378,0,1,1,Si,Si,1,1,9.00064,34.17568
Hombre,0.6,6,880,"Regosoles y Halomorficos, Aluviales",13.728051,-90.076028,2.269043,0,0,1,Si,Si,1,0,0.43384,2.46568
Mujer,1.3,4,615.38,"Latosoles Arcillo Rojizos, Grumosoles",13.722731,-88.227375,935.17566,0,1,1,Si,Si,0,1,0.41008,2.354
Hombre,1.4,3.4,928.57,"Latosoles Arcillo Rojizos, Andisoles",13.663801,-89.539525,647,0,1,0,Si,No,1,0,0.4268,1.72128
Hombre,0.4,4.9,1000,Latosoles Arcillo Rojizos,13.930916,-88.164377,850.487427,12.5,1,1,Si,No,0,1,0.27016,0.69
Hombre,0.81,5,900,Latosoles Arcillo Rojizos,13.498875,-89.370013,20.299622,100,1,1,Si,Si,0,0,0.6072,0.8448
Hombre,0.5,5,1000,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.348875,-88.691918,12.024288,60,1,1,Si,No,1,1,0.79376,3.82
Mujer,1.79,5.3,712.29,"Latosoles Arcillo Rojizos, Andisoles",13.785877,-89.856675,513.169189,0,1,0,Si,Si,0,0,0.16896,1.40896
Hombre,0.9,5,1111.11,Latosoles Arcillo Rojizos,13.903722,-88.116497,809.75354,0,1,1,Si,Si,0,1,1.66408,6.532
Hombre,0.35,4,857.14,"Latosoles Arcillo Rojizos, Andisoles",13.1848,-88.3328,886.9,0,1,1,Si,Si,1,1,0.31856,1.61832
Hombre,0.92,5.6,764.13,"Aluviales, Andisoles",13.695499,-89.448835,577.859131,0,1,0,Si,Si,0,1,0.37576,1.89024
Hombre,0.49,4,714.29,"Latosoles Arcillo Rojizos, Aluviales, Grumosoles",13.656547,-89.626855,183,0,1,1,Si,Si,0,0,0.19008,1.03752
Hombre,1.5,6,1000,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.914187,-88.141347,753,0,1,1,Si,No,0,1,2.0988,5.836
Mujer,0.4,4,1000,Latosoles Arcillo Rojizos,13.803119,-88.175157,818,0,1,1,Si,Si,0,1,0.34936,1.144
Mujer,0.06,4,583.33,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos,",13.695528,-88.168943,423.422974,0,1,1,Si,Si,0,1,0.01056,0.066
Hombre,1.33,5,571.43,"Latosoles Arcillo Rojizos, Andisoles",13.796374,-89.875232,540.299316,0,1,0,Si,No,0,0,0.15488,1.38872
Hombre,0.4,5.8,1000,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos,",13.326519,-88.680824,-5.205841,25,1,1,Si,Si,1,1,1.29536,7.12
Mujer,1.55,6.7,516.13,"Latosoles Arcillo Rojizos, Andisoles",13.526494,-88.435429,556.833984,15,0,1,Si,No,0,1,0.09944,3.49
Hombre,0.35,5,1000,"Regosoles y Halomorficos, Andisoles, Aluviales",13.283082,-88.56404,10.381588,0,1,1,Si,No,1,1,0.79288,4.128
Hombre,0.4,4,875,Andisoles,13.470528,-88.356817,849.410296,0,0,0,Si,Si,0,1,0.7084,3.55
Hombre,3.14,5,1019.11,Latosoles Arcillo Rojizos,13.760793,-89.539193,667.281128,100,1,0,Si,Si,1,0,0.83512,3.5112
Mujer,1.4,3,214.29,Andisoles,13.47876,-88.946634,94,100,1,1,Si,Si,0,1,0.04752,0.43
Hombre,2.8,4,892.86,Litosoles,13.771901,-89.648475,653.912231,100,1,1,Si,Si,1,0,2.61008,8.22536
Hombre,0.69,5,746.38,"Latosoles Arcillo Rojizos, Grumosoles, Regosoles y",13.632592,-89.862997,-15.781891,0,0,1,Si,Si,1,0,0.19184,1.14048
Mujer,0.54,4.3,740.74,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.44811,-88.222904,284.388916,25,1,1,Si,Si,0,1,0.84832,4.25
Mujer,0.09,5,1111.11,"Andisoles, Litosoles",13.424216,-88.224658,304.591919,0,0,1,No,Si,0,1,0.25872,1.3
Hombre,2.45,6.5,816.33,Andisoles,13.619383,-88.940292,568.249268,25,1,0,Si,No,0,1,0.35904,8.96
Hombre,4.32,4.4,1111.11,Latosoles Arcillo Rojizos,13.800155,-88.27846,884.20166,0,1,1,Si,Si,0,1,1.92632,9.65
Hombre,1,5,200,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.619946,-88.924723,648.008057,100,1,1,Si,Si,0,1,0.1364,1.89
Hombre,0.64,7,850,"Andisoles, Litosoles",13.792007,-89.681454,678,0,1,1,Si,Si,1,0,1.57256,4.9852
Hombre,0.09,5,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.795963,-88.240067,1030.55871,100,1,0,Si,Si,0,1,0.05192,0.22
Hombre,0.36,6,1111.11,"Latosoles Arcillo Rojizos, Regosoles y Halomorficos",13.232279,-88.249426,525.336182,0,0,0,Si,Si,0,1,0.20504,0.99
Hombre,1,4,700,"Latosoles Arcillo Rojizos, Latosoles Arcillosos Acidos",13.751732,-88.190393,797.885254,0,1,1,Si,Si,0,1,0.48488,2.42
Hombre,2.07,5,634.78,Litosoles,13.752539,-89.661701,462,0,1,1,Si,Si,1,1,2.57488,8.19808
Mujer,0.54,6,874.29,Andisoles,13.790431,-89.706613,645.302368,0,1,1,Si,Si,0,0,0.33616,1.67488
Mujer,1.76,5,429.55,"Latosoles Arcillo Rojizos, Litosoles, Aluviales",13.755957,-89.501465,574.058838,0,1,0,Si,No,1,0,0.36872,1.44848
Hombre,3.5,6,1000,Aluviales,13.731155,-89.73131,272.433777,2.9,1,1,Si,Si,1,1,9.79,34.72
Hombre,0.6,5,833.33,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.943091,-88.191992,757.58262,0,1,1,Si,Si,0,1,0.4972,1.848
Mujer,0.4,5.9,1000,Latosoles Arcillo Rojizos,13.389268,-88.684043,24.115906,12.5,1,1,Si,Si,1,1,0.82984,4.67
Hombre,0.49,6,900,"Latosoles Arcillo Rojizos, Aluviales, Litosoles",13.650974,-89.689269,168,0,1,1,Si,Si,0,0,0.67672,4.8048
Hombre,0.36,4,1111.11,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.759345,-88.201787,940,0,1,0,Si,Si,0,1,0.97592,4.004
Mujer,0.62,4,993.55,"Latosoles Arcillo Rojizos, Andisoles",13.764238,-89.775753,525,0,1,1,Si,Si,0,0,0.25432,1.67376
Hombre,0.35,5,398.23,"Andisoles, Litosoles",13.50256,-88.484177,1243.4376,0,1,1,No,Si,1,1,0.31592,1.68256
Hombre,0.42,5,428.57,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.639839,-89.60811,367,0,1,1,Si,Si,0,0,0.27808,1.56816
Hombre,0.45,6,682.22,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.706664,-89.566295,520,100,1,1,Si,Si,1,0,0.18656,0.6776
Hombre,3.4,5,514.71,"Latosoles Arcillo Rojizos, Andisoles",13.623288,-89.371669,951.376587,0,1,1,Si,Si,0,0,1.0604,1.672
Mujer,0.31,5,709.68,Latosoles Arcillo Rojizos,13.921821,-89.430837,755.31665,0,1,0,Si,Si,0,1,0.02904,0.15576
Hombre,0.8,4.9,1000,Andisoles,13.484037,-88.408005,826.111328,12.5,1,1,No,Si,0,1,0.7304,3.9
Mujer,4.5,5,1017.78,"Andisoles, Litosoles",13.477088,-88.55895,823.812012,0,1,1,Si,Si,0,1,3.07032,15.96408
Hombre,1.96,6,1075,"Latosoles Arcillo Rojizos, Aluviales, Litosoles",13.652043,-89.683656,165,0,1,1,Si,Si,0,0,3.45752,16.56952
Hombre,4.78,3.6,10180,"Latosoles Arcillo Rojizos, Andisoles",13.634277,-89.466214,1105.49084,100,1,1,Si,Si,0,0,0.0924,0.24464
Hombre,0.36,4,1111.11,Latosoles Arcillo Rojizos,13.875631,-88.152083,602,0,1,1,Si,No,0,1,0.19184,0.15
Mujer,0.63,6,1000,Latosoles Arcillo Rojizos,13.623961,-89.57463,513,0,1,0,Si,Si,0,0,0.43736,1.78992
Mujer,0.4,5,1000,Andisoles,13.482628,-88.408761,835.239502,0,0,1,Si,No,0,1,0.6512,3.4
Hombre,0.7,4,714.29,"Latosoles Arcillo Rojizos, Grumosoles",13.716625,-88.23216833,888.4,0,1,1,Si,Si,0,1,0.24816,1.144
Mujer,1.34,6,1035.71,"Latosoles Arcillo Rojizos, Andisoles",13.695351,-89.565382,521.436646,0,1,0,Si,No,1,0,0.42504,1.65088
Hombre,0.7,5,857.14,"Latosoles Arcillo Rojizos, Andisoles",13.768359,-89.839783,383.895874,0,1,0,Si,Si,0,0,0.25872,1.84048
Hombre,2.45,6.7,612.24,"Latosoles Arcillo Rojizos, Andisoles, Litosoles",13.415002,-88.506017,381,33.3,1,1,Si,No,0,1,0.18744,6.65
Hombre,0.24,5,570.83,Andisoles,13.813171,-89.868295,722.536987,0,1,0,Si,Si,0,0,0.19184,1.23688
Hombre,2.8,6.7,714.29,Andisoles,13.611274,-88.92259,672,15,1,1,Si,Si,0,1,0.32384,11.08
Mujer,0.5,4,1000,Latosoles Arcillo Rojizos,13.878059,-88.198009,514,0,1,1,Si,No,0,1,0.30272,3.8
Hombre,0.7,4,857.14,Andisoles,13.5019374,-88.3642994,694,3.3,1,1,No,Si,1,1,0.11528,0.58
Hombre,0.56,6,285.71,"Latosoles Arcillo Rojizos, Andisoles",13.767394,-89.839731,409,0,1,0,Si,Si,0,0,0.37224,2.27832
Hombre,0.56,5,850,Andisoles,13.706143,-89.488146,930,0,1,1,Si,Si,0,0,0.99264,4.79864
Hombre,8,6,777,"Latosoles Arcillo Rojizos, Andisoles",13.493225,-88.526411,1065.02612,0,1,1,Si,Si,0,1,5.0556,180.4
Hombre,0.1,5,1000,"Latosoles Arcillo Rojizos, Andisoles",13.515,-88.39361111,522,0,1,1,No,No,0,1,0.6072,3.45
Hombre,1.75,4.6,571.43,"Latosoles Arcillo Rojizos, Andisoles",13.506895,-88.537589,896.928101,40,1,1,Si,No,0,1,0.1276,6.15
Hombre,0.2,5,1000,Latosoles Arcillo Rojizos,13.322508,-88.657091,-6.288849,0,0,0,Si,No,1,1,0.07568,0.55
Hombre,1.4,7,857.14,Andisoles,13.637055,-89.475782,865,0,1,0,Si,Si,0,0,1.00936,5.07144
Hombre,1.4,4,714.29,"Andisoles, Aluviales",13.464083,-88.875128,29,100,1,1,Si,Si,0,0,0.79112,5.55
Hombre,0.3,4,1000,Andisoles,13.474768,-88.367936,698.466797,0,1,0,Si,Si,0,1,0.47696,2.4
Mujer,0.18,6,972.22,"Latosoles Arcillo Rojizos, Aluviales",13.776,-90.103118,15.298218,0,0,1,Si,Si,1,0,0.14608,0.65384
Mujer,0.7,5,342.86,Andisoles,13.530322,-88.938382,167,16.7,1,1,Si,Si,0,1,0.03344,0.39
Hombre,2.21,5,930.77,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.651119,-89.336973,946.405273,0,1,1,Si,Si,0,0,1.694,5.4296
Hombre,0.38,6,1065.79,"Latosoles, Arcillo Rojizos, Aluviales, Grumosoles",13.708291,-89.977343,9.924988,0,0,1,Si,Si,1,0,0.34144,2.21144
Hombre,7,3.2,914.29,"Andisoles, Aluviales",13.403768,-88.870467,21.445831,78.1,1,1,Si,Si,0,1,1.2672,9.5
Hombre,0.35,5.6,642.86,Andisoles,13.591942,-88.944048,522,44.4,1,1,Si,Si,0,1,0.4048,2.04
Hombre,0.7,3,1071.43,"Latosoles Arcillosos Acidos, Latosoles Arcillo Rojizos",13.740485,-89.697361,332,100,1,0,Si,Si,1,1,0.74008,2.32408
Hombre,0.63,5,642.86,Andisoles,13.77446,-89.716051,540,0,1,0,Si,No,0,0,0.01496,0.07832
Hombre,0.045,4,1111.11,Latosoles Arcillo Rojizos,13.861632,-88.110631,556,0,1,0,No,No,0,0,0,0.15
Hombre,1.05,4.2,1142.86,"Regosoles y Halomorficos, Aluviales",13.33608,-88.75057,5,83.3,1,1,Si,Si,0,1,0.69696,7.85
Hombre,0.26,6,865.38,Andisoles,13.760521,-89.724894,464.274902,0,1,0,Si,Si,0,0,0.1628,0.96728
Hombre,3,5,666.67,"Andisoles, Litiosoles",13.50132,-88.329564,809,0,1,1,No,Si,1,1,3.30704,16.55
Hombre,0.39,6,948.72,Andisoles,13.803764,-89.733338,640.327759,0,1,0,Si,Si,0,0,0.39512,1.50936
