Sexo productor;Area (Ha);Arboles_totales;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Porcentaje_Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
Hombre;2.8;900;4.3;Si;Si;No;No;No;No;No;No;13.409265;-88.87244;29;72.22222222;Si;Si;Si;Si;Si;Si;1.10968;8.1
Hombre;5.6;5000;13.4;No;Si;No;No;No;No;No;No;13.661684;-88.875132;705.979004;0;Si;Si;Si;Si;No;Si;1.55936;11.49
Hombre;1.5;920;5.9;No;No;No;No;Si;Si;No;No;13.653;-88.8093;488.026;6.52173913;Si;Si;Si;Si;Si;No;0.14168;4.98
Hombre;19.5;10064;4.1;No;Si;No;No;No;Si;No;No;13.627004;-89.372295;1033.81262;46.07511924;Si;Si;Si;Si;Si;No;1.27336;5.22192
Hombre;1.75;1150;5;Si;No;No;No;No;Si;No;No;13.38905;-88.74151;13;86.95652174;Si;Si;Si;Si;Si;No;1.19944;8.45
Hombre;6;6500;5.1;No;No;No;Si;No;No;No;Si;13.236519;-88.707852;-17.309845;92.30769231;Si;No;Si;Si;Si;Si;3.85;16.2076
Hombre;4.9;3500;6;No;No;No;No;No;No;Si;No;13.77426;-89.626566;724.740723;100;Si;Si;Si;Si;No;Si;2.42;6.1292
Hombre;2;1500;5.3;No;No;No;No;No;Si;No;No;13.483928;-88.67301;22;73.33333333;Si;Si;Si;Si;Si;Si;0.20504;3.62
Hombre;1.05;750;7;No;No;No;No;No;Si;No;No;13.373521;-88.657516;18.945068;0;Si;Si;Si;No;Si;Si;0.15488;2.4
Hombre;11.89;1250;4.2;No;Si;No;No;No;No;No;No;13.51234;-88.81304;219;84;Si;Si;Si;Si;Si;No;1.61304;11.8
Hombre;1.4;900;6;No;Si;No;No;No;No;No;No;13.80938;-89.70812;732;0;Si;No;Si;Si;Si;No;0.61248;4.092
Mujer;1.05;800;4;No;Si;No;No;No;Si;No;No;13.589456;-89.493232;450;0;Si;Si;Si;Si;Si;No;0.8184;1.3992
Mujer;1.68;500;5.5;No;No;No;No;No;Si;No;No;13.610006;-89.578928;323.358154;50;Si;No;Si;No;No;No;0.13904;0.46728
Hombre;1.4;400;4.3;No;Si;No;No;No;No;No;No;13.595067;-88.948476;542.595947;62.5;Si;Si;Si;Si;Si;Si;0.198;1.8
Hombre;1.34;1106;5;No;Si;No;No;No;No;Si;No;13.771877;-89.657212;577.294434;100;Si;Si;Si;Si;No;No;1.40272;4.48624
Mujer;3.15;3150;3;No;Si;No;No;No;Si;No;No;13.637797;-89.569374;546.19458;0;Si;No;Si;No;Si;No;0.3476;1.5224
Hombre;1.4;1800;11.9;No;Si;No;No;No;No;No;No;13.610828;-88.92355;665;0;Si;Si;Si;Si;Si;Si;0.48136;10.3
Hombre;1.4;800;5;No;Si;No;No;No;Si;Si;No;13.420727;-88.546811;448;50;Si;Si;Si;No;Si;Si;0.1804;3.3
Hombre;1.35;760;5.9;Si;No;No;No;No;Si;No;No;13.6031;-88.6118;28.5;6.578947368;Si;Si;Si;Si;Si;Si;0.10296;3.32
Hombre;2.2;2300;5.3;No;Si;No;No;No;Si;No;No;13.478471;-88.277212;654.806526;43.47826087;Si;Si;Si;Si;Si;Si;2.1692;11.3
Mujer;4;3000;4;No;No;No;No;Si;Si;No;No;13.743669;-88.215438;1003;3.333333333;Si;Si;Si;Si;Si;Si;3.67312;13.09
Hombre;3.5;3000;3.7;No;Si;No;No;No;Si;No;No;13.902157;-89.825876;927;0;Si;Si;Si;Si;Si;No;1.04368;4.68864
Mujer;2.24;1600;4;No;Si;No;No;No;Si;No;No;13.622655;-89.469297;823.042066;100;Si;Si;Si;Si;Si;No;0.8096;1.2188
Hombre;1.4;1000;9;No;Si;No;No;No;Si;Si;No;13.411576;-88.508589;347.958923;0;Si;Si;Si;No;Si;Si;0.22792;4.42
Hombre;1.12;802;5;No;Si;No;No;No;No;No;No;13.772014;-89.715953;512;0;Si;Si;Si;Si;Si;No;0.38896;2.56736
Hombre;1.4;1000;5.6;No;Si;No;No;No;No;No;No;13.430105;-88.58526;297.486145;20;Si;Si;No;Si;Si;Si;0.17952;3.81
Hombre;2.5;500;7;No;Si;No;No;No;No;No;No;13.616976;-88.932005;601.834961;0;Si;Si;Si;Si;Si;Si;0.23672;4.29
Hombre;2.1;1200;7.8;No;Si;No;No;No;No;No;No;13.450189;-88.487107;664;4.166666667;Si;Si;Si;Si;Si;Si;0.1408;5.61
Hombre;2.63;2500;3.7;Si;No;No;No;No;No;Si;No;13.705391;-89.335637;692.200772;100;Si;Si;Si;Si;Si;No;1.716;1.342
Hombre;1.2;1200;4.9;No;No;No;No;No;Si;No;No;13.4348;-88.1315;1135;12.5;Si;Si;Si;Si;Si;Si;2.72008;10.23
Mujer;4.9;1622;5;No;No;No;No;Si;Si;No;No;13.514651;-88.488978;1036.20764;2.15782984;Si;Si;Si;Si;Si;Si;0.98912;5.08288
Mujer;2.8;2000;6.4;No;Si;No;No;No;No;No;No;13.442088;-88.558132;480.752014;20;Si;Si;Si;Si;Si;Si;0.21736;4.97
Hombre;3.09;2500;4;No;Si;No;No;No;Si;No;No;13.945418;-89.821384;560;0;Si;Si;Si;Si;Si;No;0.1276;0.62216
Hombre;1.35;908;5;Si;Si;No;No;No;Si;No;No;13.759152;-89.489838;584.602539;0;Si;No;Si;Si;No;No;0.32032;1.26456
Hombre;1.75;500;10.2;No;Si;No;No;No;No;No;No;13.603846;-88.943125;579.989014;40;Si;Si;Si;Si;Si;Si;0.31944;4.84
Hombre;12.31;10998;4;No;Si;No;No;No;Si;No;No;13.595992;-89.443695;800;0;Si;Si;Si;Si;Si;No;1.32;1.4036
Hombre;1.8;1600;5;No;Si;No;No;No;No;No;No;13.515146;-88.459188;681.44873;0;Si;Si;No;Si;Si;Si;0.64944;3.3176
Hombre;3.6;3240;5;No;Si;No;No;No;Si;No;No;13.753827;-89.829606;435;0;No;Si;Si;Si;Si;No;0.42504;2.44112
Mujer;1.5;1500;6;No;Si;No;No;No;Si;No;No;13.5077778;-88.3275;705;0;Si;Si;Si;Si;Si;Si;2.46752;12.35
Hombre;2.28;788;6;No;Si;No;No;No;Si;Si;No;13.721429;-89.56596;510.422424;0;Si;No;Si;Si;Si;No;0.4928;2.19648
Hombre;1.5;1200;6;No;No;No;No;Si;Si;No;No;13.795;-88.2657;915.841;0;Si;Si;Si;Si;No;Si;2.63296;9.55
Hombre;3.29;3136;4;No;Si;No;No;No;Si;No;No;13.688457;-89.577867;637.294312;48.97959184;Si;No;Si;Si;No;No;0.39776;1.7644
Hombre;6.3;3575;5;No;Si;No;No;No;No;No;No;13.526692;-88.450596;555.040283;0;Si;No;No;Si;Si;Si;2.44464;12.43088
Mujer;1.5;1750;4;Si;No;No;No;No;Si;Si;No;13.682687;-89.686839;202.468628;0;Si;Si;Si;Si;No;Si;0.87208;3.87
Hombre;8;8300;4;No;No;No;No;Si;Si;No;No;13.794946;-88.246385;1015.81921;3.614457831;Si;Si;Si;Si;Si;Si;1.4916;8.58
Mujer;2;1400;5.6;No;Si;No;No;No;Si;No;No;13.620092;-88.821539;841.910156;35.71428571;Si;Si;Si;Si;Si;Si;0.69872;4.31
Hombre;2.1;500;4;No;Si;No;No;No;No;Si;No;13.882156;-89.565845;938.657959;0;Si;No;Si;Si;Si;No;0.31504;0.89936
Mujer;1.7;1200;5.5;No;Si;No;No;No;No;No;No;13.619527;-88.928489;653.647461;75;Si;Si;Si;Si;Si;Si;0.27192;8.12
Mujer;3;2800;6;Si;No;Si;No;No;Si;No;No;13.548689;-89.683493;-10.690186;0;Si;Si;Si;Si;Si;No;1.98528;13.2264
Hombre;2;2080;3;No;Si;No;No;No;No;No;No;13.446955;-88.54123;728.710938;0;Si;Si;No;Si;No;Si;2.52296;12.89288
Hombre;1.2;550;6;No;No;No;Si;No;Si;No;Si;13.277168;-88.34662;4.835388;0;Si;Si;Si;No;Si;No;0.19184;2.99
Hombre;1.75;1200;6.5;No;Si;No;No;No;No;No;No;13.602132;-88.914881;751;16.66666667;Si;Si;Si;Si;Si;Si;0.11264;1.09
Hombre;1.05;750;6.7;No;Si;No;No;No;Si;Si;No;13.352474;-88.479141;147;13.33333333;Si;No;No;No;Si;Si;0.08888;2.65
Hombre;2.5;1500;5;No;No;No;No;Si;Si;No;No;13.756747;-88.215442;1122.23938;0;Si;Si;Si;Si;Si;Si;1.84624;8.25
Hombre;4.8;3000;3;No;No;No;No;Si;Si;No;No;13.929566;-88.162905;834;100;Si;Si;Si;No;Si;Si;2.28448;13.1472
Hombre;1.2;1200;6;Si;Si;No;No;No;Si;No;No;13.6916;-89.7141;196.355;0;Si;Si;Si;Si;Si;No;2.7984;10.94016
Mujer;2.57;1352;5.5;No;Si;No;No;No;No;Si;No;13.763972;-89.681803;518.181641;52.95857988;Si;Si;Si;Si;No;No;1.76176;5.62408
Hombre;27;4050;4;No;Si;No;No;No;No;Si;No;13.56779;-88.82171;817;98.7654321;Si;Si;Si;Si;Si;No;1.18272;11.3
Hombre;2;2000;6;No;Si;No;No;No;No;Si;No;13.5961;-88.8765;963.372;0;Si;Si;Si;No;Si;No;0.72512;4.9
Hombre;2.57;848;5;Si;Si;No;No;No;No;Si;No;13.742055;-89.630428;509;0;No;Si;Si;Si;No;No;1.20384;2.96384
Hombre;3;2800;6;No;No;No;No;No;Si;No;No;13.751419;-89.821933;361.180413;0;Si;Si;Si;No;No;No;2.36016;12.97648
Hombre;2.09;175;4.6;Si;Si;No;No;No;No;No;No;13.435745;-88.96403;20.983093;42.85714286;Si;Si;Si;Si;Si;Si;0.06776;0.37
Hombre;3;3000;3.7;No;Si;No;No;No;Si;No;No;13.227003;-88.626514;6.870804;33.33333333;Si;Si;Si;Si;No;Si;2.30824;14.29
Hombre;9.83;7780;3.6;Si;Si;No;No;No;No;No;No;13.711689;-89.45606;777;10.02570694;Si;No;No;Si;Si;Si;1.22496;6.19168
Hombre;1.63;729;4;No;Si;No;No;No;Si;No;No;13.601236;-89.363047;834.951631;0;Si;Si;Si;Si;Si;No;0.484;0.9592
Hombre;2;1300;6;No;No;No;No;Si;Si;No;No;13.804314;-88.191912;654;0;Si;Si;Si;Si;Si;Si;1.4784;3.844
Hombre;2.5;2500;8;Si;Si;No;No;No;No;No;No;13.7347;-89.6742;378;12;Si;Si;Si;No;No;Si;2.72536;10.96
Hombre;5.38;5000;4;No;Si;No;No;No;Si;No;No;13.69666;-89.535199;696.904995;0;Si;No;Si;No;No;No;0.87648;3.77432
Hombre;1.4;1400;5;Si;Si;No;No;No;Si;No;No;13.693491;-89.713881;190.54834;0;Si;Si;Si;Si;Si;No;0.60192;2.35488
Hombre;1.6;1600;6;Si;No;Si;No;No;Si;No;No;13.668878;-88.433046;92.4151;100;Si;Si;Si;Si;Si;Si;0.9196;5.01248
Hombre;2.94;2500;6.8;No;Si;No;No;No;No;No;No;13.591426;-88.940707;558;12;Si;Si;Si;Si;Si;Si;1.02432;6.52
Hombre;2.1;820;3.8;No;Si;No;No;No;No;No;No;13.485304;-88.8798669;53;81.70731707;Si;Si;Si;Si;Si;Si;1.35608;9.65
Hombre;1.4;800;4;Si;No;No;Si;No;No;No;Si;13.34046;-88.76921;7;100;Si;Si;Si;Si;Si;Si;0.83248;6.7
Hombre;5.95;2000;3.6;No;Si;No;No;No;Si;No;No;13.988457;-89.550135;680;0;Si;No;Si;Si;Si;No;1.45552;4.23984
Mujer;4.56;2200;3.7;No;No;Si;No;No;Si;No;No;14.3504;-89.38608;624;0;Si;No;Si;Si;Si;No;0.0924;0.2596
Hombre;1.4;1000;6;No;No;No;No;No;Si;No;No;13.503992;-88.670159;31;0;Si;Si;Si;No;Si;Si;0.13904;2.64
Hombre;5.5;4000;5;Si;No;No;No;No;No;No;No;13.728566;-89.658786;387.088745;100;Si;Si;Si;No;No;No;1.77936;6.85
Hombre;1.08;1200;4.5;No;No;No;No;Si;Si;No;No;13.81088;-88.18896;664;33.33333333;Si;Si;Si;Si;Si;Si;2.61976;13.2
Hombre;2.1;998;4.2;No;Si;No;No;No;No;No;No;13.479598;-88.879375;28;80.16032064;Si;Si;Si;Si;Si;Si;1.122;6.9
Hombre;1.06;965;6;No;Si;No;No;No;No;No;No;13.817003;-89.870753;780.970459;0;Si;No;Si;Si;Si;No;2.55992;3.43784
Mujer;2.1;1200;4.8;No;Si;No;No;No;Si;No;No;13.5063;-88.5569;771.57;25;Si;No;Si;No;Si;Si;0.17512;5.35
Hombre;1.3;725;5;No;No;No;No;Si;Si;No;No;13.33076;-88.379558;51;96.55172414;Si;Si;Si;No;Si;Si;0.23408;3.6
Hombre;2.19;2240;5;No;Si;No;No;No;Si;No;No;13.781926;-89.799352;611.135742;0;Si;No;No;Si;Si;No;0.20768;0.76824
Hombre;1.4;950;5.9;No;No;No;No;Si;Si;No;No;13.679311;-88.772345;537;5.263157895;Si;Si;Si;Si;No;Si;0.51392;3.04
Hombre;1.35;750;6;Si;No;No;No;No;Si;No;No;13.6116;-88.6275;190;0;Si;Si;Si;Si;Si;Si;0.08976;3.2
Hombre;24.15;6700;3.4;No;No;No;No;No;Si;No;No;13.632424;-89.531419;676;85.07462687;Si;No;Si;Si;No;No;1.97208;9.48112
Hombre;1.4;900;4;Si;No;No;Si;No;No;No;Si;13.3837;-88.75474;17;100;Si;Si;Si;Si;Si;Si;1.26016;11.95
Hombre;1.4;1556;5;No;Si;No;No;No;No;No;No;13.764951;-89.705913;429.647095;0;Si;Si;Si;Si;Si;No;1.11584;6.69152
Mujer;3.5;3500;5;No;Si;No;No;No;No;No;No;13.303179;-88.584404;-1.106018;100;Si;Si;Si;Si;No;Si;3.696;20.426
Hombre;1.82;2000;6;No;Si;No;No;No;No;No;No;13.389166;-88.418917;200.671814;0;Si;Si;Si;Si;Si;Si;1.35256;7.0572
Hombre;3.7;4000;6;No;Si;No;No;No;No;No;No;13.708279;-89.473564;852;0;Si;No;No;Si;Si;Si;6.15384;32.26608
Hombre;3.15;1600;6.5;No;Si;No;No;No;No;No;No;13.610059;-88.922671;676;20.625;Si;Si;Si;Si;Si;Si;0.2244;5.7
Hombre;1.1;600;4.5;No;Si;No;No;No;No;No;No;13.611359;-88.960994;404;25;Si;Si;Si;Si;Si;Si;0.09944;1.03
Hombre;1.4;500;3;No;Si;No;No;No;Si;No;No;13.789619;-89.849869;632.985596;0;Si;No;Si;Si;Si;No;0.02376;0.202
Hombre;2.5;2250;5.9;No;No;No;No;No;No;Si;No;13.767485;-89.62726;687;100;Si;Si;Si;Si;No;Si;2.18416;5.58184
Hombre;2;950;3;No;No;Si;No;No;Si;No;No;13.710704;-89.843137;209.863403;0;No;Si;Si;Si;Si;No;0.18656;1.09824
Hombre;2.45;1800;5;No;No;Si;No;No;No;No;No;13.579486;-89.800538;29.728394;0;No;Si;Si;No;Si;No;0.08712;0.48488
Hombre;2;2000;6;Si;No;No;No;No;Si;Si;No;13.6794;-89.7094;178;0;Si;Si;Si;Si;Si;No;2.23168;14.24544
Hombre;2;1500;3.9;No;Si;No;No;No;No;No;No;13.478173;-88.358425;926.288958;6.666666667;Si;Si;Si;Si;No;Si;1.99232;9.98
Hombre;7.75;3500;3;Si;Si;No;No;No;No;Si;No;13.739056;-89.633328;483;100;Si;Si;Si;Si;No;Si;2.75088;11.95
Hombre;2;2000;6;No;No;No;No;Si;Si;No;No;13.441939;-88.313358;526.258057;2.5;Si;Si;Si;Si;Si;Si;3.0008;15.05
Hombre;2;1500;3;Si;Si;No;No;No;No;Si;No;13.43408;-89.154838;10.506863;0;Si;Si;Si;Si;Si;No;0.924;1.4828
Hombre;1.5;1300;6.8;No;No;No;No;No;Si;No;No;13.951769;-88.149203;663;0;Si;Si;Si;Si;Si;Si;3.58072;25.848
Hombre;5.67;6300;3;No;No;No;No;No;Si;No;No;13.932513;-89.72932;913.419434;100;Si;Si;Si;Si;Si;No;1.70368;8.92056
Hombre;1.8;1166;5.3;No;Si;No;No;No;Si;No;No;13.685128;-89.577727;610.1698;0;Si;No;Si;No;No;No;0.3916;1.61304
Mujer;1.58;1125;3.7;No;No;No;No;No;Si;No;No;13.910947;-89.439413;893.401489;0;Si;No;No;Si;Si;Si;0.63272;3.09232
Mujer;1.6;1600;4;No;Si;No;No;No;No;Si;No;13.477149;-88.559799;799.136841;0;Si;Si;Si;No;Si;Si;1.67112;8.81232
Hombre;9.1;8607;4.4;No;No;No;No;No;Si;No;No;13.592944;-89.533561;530.920776;100;Si;Si;Si;Si;Si;No;0.9284;1.122
Hombre;1.5;1500;4;No;No;No;No;Si;Si;No;No;13.759356;-88.215926;1128.13366;0;Si;Si;Si;Si;Si;Si;1.69224;9.79
Hombre;4;4000;3.6;No;No;Si;No;No;No;No;No;13.560832;-89.80673;-1.309937;0;No;Si;Si;Si;Si;No;0.46904;2.83192
Hombre;6.86;7000;4;Si;No;No;No;No;Si;Si;No;13.6571;-89.7067;142.626;71.42857143;Si;Si;Si;Si;Si;No;1.86912;10.656667
Hombre;1.2;1200;5.8;No;Si;No;No;No;No;No;No;13.662462;-88.892869;665;16.66666667;Si;Si;Si;Si;Si;Si;0.83072;5.16648
Hombre;10.55;10907;3.9;No;Si;No;No;No;No;No;No;13.810377;-89.8621;721.446219;0;No;No;Si;Si;Si;No;0.97944;0.4356
Hombre;4.5;3500;4.9;No;Si;No;No;No;No;No;No;13.502602;-88.304234;633.561523;8.571428571;Si;Si;No;Si;Si;Si;6.48648;31.95
Hombre;5;4000;6;No;No;No;Si;No;Si;No;Si;13.248458;-88.343093;16;0;Si;No;Si;Si;Si;Si;0.21824;4.82
Hombre;1.4;1554;3;No;Si;No;No;No;Si;Si;No;13.929822;-89.52235;753.79647;100;Si;No;Si;Si;Si;No;0.84216;3.9068
Mujer;1.5;1600;6;No;Si;No;No;No;No;Si;No;13.770842;-89.680633;529.530029;0;Si;Si;Si;Si;No;Si;1.34728;4.12632
Hombre;2;712;6.1;Si;Si;No;No;No;No;No;No;13.496851;-89.036597;79.413174;30.19662921;Si;Si;Si;Si;Si;Si;0.28248;2.08
Hombre;2.1;1200;3.8;No;Si;No;No;No;Si;Si;No;13.675;-88.7861;529.559;16.66666667;Si;Si;Si;Si;Si;No;0.09504;3.82
Hombre;1.4;1200;4;No;Si;Si;No;No;Si;No;No;14.065292;-89.740917;673.294888;0;Si;No;Si;Si;Si;No;0.92664;2.64792
Hombre;1.4;1525;3.8;No;No;No;No;No;Si;No;No;13.91996;-89.428187;780;0;Si;No;No;Si;Si;No;0.198;0.9504
Hombre;1.76;302;4;No;Si;No;No;No;Si;No;No;13.943883;-89.796025;540;0;Si;Si;Si;Si;Si;No;0.37488;1.95888
Hombre;1.4;600;6;No;Si;No;No;No;Si;Si;No;13.417578;-88.550961;402;0;No;Si;Si;Si;Si;Si;0.2024;3.14
Hombre;1.38;1490;5;Si;Si;No;No;No;No;Si;No;13.471315;-89.190905;21;0;Si;Si;Si;Si;Si;No;1.078;1.3024
Hombre;4.9;1600;6.4;No;Si;No;No;No;No;No;No;13.507742;-88.436871;701.419189;15.625;No;Si;Si;No;Si;Si;0.12936;5.38
Hombre;3.2;2700;4.6;No;No;No;No;No;Si;No;No;13.967365;-89.86718;686.344849;22.22222222;Si;Si;Si;Si;Si;No;3.35808;16.76576
Hombre;1.4;800;4.8;Si;No;No;No;No;Si;No;No;13.601004;-88.613979;16.031372;93.75;Si;No;Si;Si;No;Si;0.28336;2.08
Hombre;2;1524;5.4;Si;No;No;No;No;Si;No;No;13.599167;-88.604167;29;77.03412073;Si;Si;Si;Si;Si;Si;0.83248;5.81
Hombre;4.54;1200;6.7;No;Si;No;No;No;No;No;No;13.59474167;-88.92684166;577.5;16.66666667;Si;Si;Si;No;Si;Si;0.20856;2.74
Hombre;1.5;1539;6;Si;No;Si;No;No;No;No;No;13.695056;-89.991503;-4.465485;0;No;Si;Si;Si;No;No;0.43384;2.8028
Hombre;22.05;21127;3;No;No;Si;No;No;Si;No;No;14.009071;-89.623553;690.401489;10.6498793;Si;No;Si;Si;Si;Si;2.92424;8.35648
Hombre;2.3;1300;3.6;No;Si;No;No;No;No;No;No;13.553208;-88.974622;257.665022;38.46153846;Si;Si;Si;Si;Si;Si;0.02112;0.36
Hombre;1.05;850;4;No;No;No;No;No;Si;No;No;14.192077;-89.349138;627.039723;0;Si;Si;Si;Si;Si;No;1.95624;5.59416
Hombre;7.96;9275;5.6;Si;Si;No;No;No;No;No;No;13.705856;-89.425449;565.384277;100;Si;No;No;Si;Si;Si;14.62912;76.2872
Hombre;4.9;1000;5.8;No;Si;No;No;No;No;No;No;13.593824;-88.952407;512;10;Si;Si;Si;Si;Si;Si;0.28248;3.48
Hombre;1.05;300;6;No;Si;No;No;No;No;No;No;13.591037;-88.973222;391.139526;0;Si;Si;Si;Si;Si;Si;0.30888;2.26
Hombre;2;800;5;No;Si;No;No;No;No;Si;No;13.437;-88.5566;478.688;50;Si;No;Si;No;Si;No;0.19096;3.09
Hombre;2.8;2000;6.3;No;Si;No;No;No;No;No;No;13.506316;-88.517902;1000;25;Si;Si;Si;No;Si;Si;0.20152;13.78
Hombre;2.8;2438;6;No;Si;No;No;No;No;No;No;13.727908;-89.476575;694.165527;100;Si;No;Si;No;No;No;0.4576;1.83744
Hombre;18;15000;3.2;No;No;No;No;Si;Si;No;No;13.914114;-88.15263;844.584208;0;Si;Si;Si;Si;Si;Si;0.01232;0.088
Hombre;1.8;2000;4;No;No;No;No;Si;Si;No;No;13.878416;-88.212761;300;0;Si;Si;Si;No;Si;Si;0.3036;2.464
Hombre;8.6;8600;4.9;No;Si;No;No;No;No;Si;No;13.515247;-88.499174;942.069824;11.62790698;Si;Si;Si;Si;Si;Si;4.94472;25.1064
Hombre;1.4;1300;5;No;Si;No;No;No;Si;No;No;13.6438;-88.7924;427;100;Si;Si;Si;Si;Si;Si;0.56848;3.61
Mujer;1.05;800;4;No;Si;No;No;No;No;No;No;13.481157;-88.387547;655.308838;5;Si;Si;Si;Si;Si;Si;0.4444;2.35
Hombre;1.05;600;5.3;No;No;No;No;No;No;Si;No;13.682801;-88.771032;505.044312;66.66666667;Si;Si;Si;No;Si;Si;0.0704;2.65
Hombre;5.9;4997;7.1;No;Si;No;No;No;No;No;No;13.484237;-88.398766;759.222307;96.99819892;Si;Si;Si;Si;Si;Si;8.70848;59.268
Hombre;1.01;972;4;No;Si;No;No;No;Si;No;No;13.95139;-89.798247;610;100;Si;Si;Si;Si;Si;No;0.12848;0.62832
Hombre;2.05;1950;5;No;Si;No;No;No;No;Si;No;13.678494;-88.852685;618.845459;0;Si;Si;Si;Si;Si;No;0.65296;4.54
Hombre;3.16;3350;4.5;No;Si;No;No;No;No;No;No;13.716431;-89.462964;679;33.58208955;Si;No;No;Si;Si;Si;2.72448;16.78072
Hombre;1.84;1500;4.1;Si;Si;No;No;No;No;No;No;13.711621;-89.440074;529.88501;0;Si;No;No;Si;Si;Si;0.93544;4.61912
Hombre;1.47;980;3.3;No;Si;No;No;No;No;No;No;13.699066;-89.481779;949.028394;0;Si;No;No;Si;Si;Si;0.64856;3.20144
Hombre;3.5;3500;6.7;No;No;No;No;No;No;Si;No;13.760543;-89.673098;474.411499;6.428571429;Si;Si;Si;Si;No;Si;1.49424;4.81624
Hombre;3;2000;4.9;No;No;No;No;No;Si;No;No;13.927687;-88.169074;797.115356;5;Si;Si;Si;No;Si;Si;2.63208;13.576
Hombre;1.8;2000;5.9;No;No;No;No;Si;Si;No;No;13.927858;-88.170637;760.572266;5;Si;Si;Si;No;Si;Si;2.9128;17.872
Hombre;2.1;2100;5;No;Si;No;No;No;No;Si;No;13.476407;-88.396252;730.435059;4.761904762;Si;Si;Si;Si;Si;Si;0.5808;3.5
Hombre;1.4;800;4;No;Si;No;No;No;Si;No;No;13.646142;-89.468049;1075;0;Si;Si;Si;Si;No;No;0.2728;0.5808
Hombre;10.2;9000;3;No;No;No;No;Si;Si;No;No;13.936465;-88.162905;977;100;Si;Si;Si;No;Si;Si;2.20528;16.72
Mujer;2.8;3108;4;No;Si;No;No;No;No;Si;No;13.512064;-88.49903;999.033691;0;Si;Si;Si;Si;No;Si;1.88848;10.05576
Hombre;1.5;750;3.5;No;Si;No;No;No;No;No;No;13.510496;-88.437645;689.784912;46.66666667;Si;Si;Si;No;Si;Si;0.09152;2.87
Hombre;2.1;1500;5;No;Si;No;No;No;No;No;No;13.80501;-89.816618;820.285889;0;Si;No;Si;Si;Si;No;0.2728;2.12592
Mujer;2.1;1500;5;No;Si;No;No;No;No;No;No;13.790569;-89.808127;665.607178;0;Si;No;Si;Si;Si;No;0.3784;1.30416
Hombre;5.88;4000;5;Si;Si;No;No;No;No;No;No;13.705601;-89.422554;581.974854;0;Si;No;Si;Si;Si;Si;1.57608;7.7264
Hombre;2.2;2000;4.9;No;No;No;No;Si;Si;No;No;13.75769;-88.212268;1046;5;Si;Si;Si;Si;Si;Si;2.51592;12.21
Hombre;1.35;735;6.3;No;Si;No;No;No;No;Si;No;13.4702;-88.5346;1135;0;No;Si;Si;No;Si;Si;0.09152;3.21
Hombre;2.5;2500;4.8;Si;No;No;Si;No;No;No;Si;13.310703;-88.775659;9.595398;20;Si;Si;Si;Si;Si;No;0.93896;6.45
Hombre;1.8;1200;4;No;No;No;No;Si;Si;No;No;13.957638;-88.195245;981.888041;0;Si;Si;Si;Si;Si;Si;0.5192;1.092
Hombre;3.5;1500;4.8;No;No;No;No;No;Si;No;No;13.809471;-88.179821;665.124512;20;Si;Si;Si;No;Si;Si;1.02432;5.448
Hombre;1.5;1500;5.3;No;No;No;Si;No;No;No;Si;13.2429956;-88.6343;8;33.33333333;Si;Si;Si;No;No;Si;0.96448;4.77
Hombre;1.15;300;5.3;No;Si;No;No;No;No;No;No;13.602121;-88.949589;530.002441;3.333333333;Si;Si;Si;Si;Si;No;0.2112;2.1
Hombre;2.1;950;4;Si;No;No;Si;No;No;No;Si;13.37218;-88.76574;20;100;Si;Si;Si;Si;Si;Si;1.07184;8.05
Hombre;1.5;335;4.1;Si;No;No;No;No;No;No;No;13.418812;-89.062057;16;29.85074627;Si;Si;Si;Si;Si;Si;0.14872;1.01
Mujer;1.4;800;4;No;Si;No;No;No;Si;Si;No;13.4134;-88.5044;388;0;Si;Si;Si;Si;Si;Si;0.1364;3.86
Hombre;2.1;1200;4.7;No;Si;No;No;No;Si;No;No;13.5055;-88.555;794.597;29.16666667;Si;Si;Si;Si;Si;Si;0.13376;4.02
Hombre;4.98;5440;4.1;No;No;No;No;No;No;Si;No;13.766224;-89.320999;863;8.823529412;Si;No;No;Si;Si;Si;0.49808;2.5036
Hombre;2.45;1600;6.5;No;Si;No;No;No;No;No;No;13.581958;-88.933813;545;25;Si;Si;Si;No;Si;Si;0.25256;4.77
Mujer;2;1500;3.9;No;No;No;No;Si;Si;No;No;13.759074;-88.206046;1193;13.33333333;Si;Si;Si;Si;Si;Si;2.10408;11.66
Hombre;4;4000;6;No;Si;No;No;No;Si;No;No;13.519409;-88.53561;990;0;Si;Si;No;Si;Si;Si;3.10288;16.38384
